hostname,state,software,user_count,note_count,peer_count,discovered_at
fed.freakaria.com,up,pleroma,3,62,38,1624205663
pixel.polli.social,up,pixelfed,6,114,83,1627399489
pixelfed.eus,up,pixelfed,374,5496,472,1612578345
pub.eeruwang.me,up,mastodon,1,720,2008,1669484752
knowscore.social,up,gotosocial,1,36,57,1677009401
41020.social,up,mastodon,13,1452,5676,1668807535
sensitive.hostdon.ne.jp,up,mastodon,2,2,2,1676024033
toot.nclf.net,up,mastodon,3,339,10449,1667868716
straybits.social,up,mastodon,2,0,1941,1675461120
climatejustice.rocks,up,mastodon,3014,40554,15127,1650998319
mastodon.fibee.fr,up,mastodon,10,587,865,1651087213
argonauten.space,up,friendica,0,0,0,1669210574
herrmontag.de,up,pleroma,2,102,1750,1667787895
mementomori.social,up,mastodon,4,9736,13763,1667684635
toot.fairytail.party,up,mastodon,2,10,626,1676292672
usuzakuraya.us,up,pixelfed,2,252,457,1673059915
pl.psion.co,up,akkoma,1,1511,8816,1671776078
social.veraciousnetwork.com,up,mastodon,1816,2496,10049,1666657389
pleroma.atyh.cc,up,pleroma,1,285,6975,1631448014
weird.tw,up,mastodon,1,53,472,1667020826
hal9.ooo,up,mastodon,9,2230,9752,1612578267
chahut.social,up,mastodon,7,108,5864,1674725429
masterdom.social,up,mastodon,9,46,410,1651434197
albanytrans.gay,up,mastodon,7,824,5729,1651162828
darknight-coffee.eu,up,pleroma,1,38,1309,1673416385
mastodon.intermeta.cloud,up,mastodon,1,0,33,1668168508
brinkum.duckdns.org,up,mastodon,1,38,2701,1678199932
easymode.im,up,calckey,168,1279,5104,1671339304
bigthinking.social,up,mastodon,3,79,4082,1667666995
mastodon.woojinkim.org,up,mastodon,4,3293,2685,1669034134
sanders.life,up,mastodon,1,83,3631,1671262205
mastodon.mmjo.com,up,mastodon,2,135,4702,1668694184
sneed.social,up,pleroma,93,10966,8455,1625710338
chatter.quux.world,up,mastodon,7,1027,9966,1669830623
owncast.c3d2.de,up,,1,21,0,1669064502
tallulah.fi,up,mastodon,3,190,3671,1667552944
amberpapilio.masto.host,up,mastodon,7,91,14,1678810646
aucubin.eu,up,mastodon,1,1,2520,1671655973
social.4gl.io,up,mastodon,1,35,318,1662925453
mastodon.dragoncave.dev,up,mastodon,13,1261,10603,1662903728
social.stephenson.cc,up,pleroma,5,14,1637,1612578344
jvm.social,up,mastodon,84,585,5548,1669665351
fedihum.org,up,mastodon,345,11687,11428,1668268469
mustel.id,up,mastodon,2,40,2283,1676044159
pixel.rangueil.net,up,pixelfed,19,44,1,1612579015
5evo.fan,up,pleroma,21,16,3306,1670533378
social.nikos410.de,up,mastodon,2,113,5137,1634151056
janogdon.net,up,,318,5301,2148,1612578387
suya.place,up,akkoma,23,5996,14281,1669048043
rdrama.cc,up,pleroma,238,45455,15515,1650140381
edolas.world,up,pleroma,14,13735,14882,1612578270
i-love.liloandstit.ch,up,mastodon,4,878,5541,1674708311
mrnet.pt,up,mastodon,24,2531,8309,1667863737
toot.ericrie.se,up,mastodon,1,34,3201,1671228473
social.osci.io,up,gotosocial,2,6,3,1667537137
social.mehalter.com,up,mastodon,2,22,531,1673082064
status.2metz.fr,up,pleroma,1,11,820,1667762769
thechimp.zone,up,pleroma,1,1116,3793,1676232875
localghost.ooo,up,mastodon,1,23,150,1668802304
live.termer.net,up,,1,47,0,1664659716
masto.thepit.space,up,mastodon,1,43,1373,1670128886
mastodon.whitehead-smith.com,up,mastodon,1,10,2235,1668013244
infosec.press,up,writefreely,140,128,,1673828533
uforeport.de,up,mastodon,2,17,18,1670417913
pleroma.nthomas20.net,up,pleroma,32,145029,12385,1621204722
bookwyrm.club,up,bookwyrm,2,203,49,1669573410
jontka.fi,up,mastodon,1,1778,5847,1668070057
redcook.social,up,mastodon,2,4,1198,1673296988
mastodon.yutsuku.net,up,mastodon,3,4,7,1674030101
social.corticarte.com,up,mastodon,1,22,5478,1668707757
castoranxieux.ca,up,akkoma,3,106,5661,1667349641
tiflo.social,up,mastodon,4,118,1288,1667747106
social.mattarkin.com,up,mastodon,1,6,1576,1668959087
tapir.social,up,,1,11,1,1675856919
dial.modem.show,up,mastodon,4,221,6326,1669249264
sns.tsubasaori.be,up,misskey,12,3982,4487,1650977777
boba.fun,up,mastodon,1,57,585,1675024768
mastodon.olivr.me,up,mastodon,1,41,1393,1668925164
doesthings.online,up,mastodon,4,762,7271,1667954577
frenfiverse.net,up,mastodon,135,2668,6673,1669134870
samariter.social,up,mastodon,4,2,25,1679800349
mastodon.infrageeks.social,up,mastodon,2,688,8013,1669176315
mastodon.abcric.net,up,mastodon,1,0,357,1669130598
fed.munster.dev,up,gotosocial,1,35,215,1669164413
masto.fediverse.be,up,mastodon,1,84,4075,1670365100
mastodon.deepak.science,up,mastodon,2,17,2060,1651201799
social.conley.io,up,microblogpub,1,3,,1668272912
p.jonossaseuraava.net,up,pleroma,0,0,532,1678637197
mastodon.peladonerd.com,up,mastodon,170,128,2510,1668917112
watch.ocaml.org,up,peertube,8,133,,1630097103
threads.social,up,mastodon,7,16,3615,1667725283
connect.milesnmiles.net,up,friendica,0,0,0,1673332661
celestialscribe.online,up,mastodon,19,11073,632,1612605416
jeffburg.social,up,mastodon,2,154,522,1678117267
mastodon.mossferatu.monster,up,mastodon,4,0,546,1676917966
holycarp.org,up,mastodon,3,38,2670,1668823843
draper.social,up,mastodon,1,22,1718,1673727746
strass.blog,up,microblogpub,1,10,,1668333623
bensie.social,up,mastodon,1,5,2308,1674273145
fediverse.tv,up,peertube,389,26161,,1613476731
xreality.social,up,mastodon,16,169,8847,1667134726
testing.pixeldroid.org,up,pixelfed,14,28,80,1612579016
omochi.xyz,up,mastodon,1,25138,8616,1612578268
awkwardly.social,up,pleroma,16,243,6590,1669418717
misskey.launchpencil.f5.si,up,misskey,3,542,874,1675518775
ap.capslock.dev,up,wildebeest,,,340,1675979256
abolish.social,up,mastodon,1,20377,14909,1612578265
mast.srweaver.com,up,mastodon,1,78,104122,1670020416
mstdn.mx,up,mastodon,1275,147941,24891,1612578268
social.dekloo.net,up,mastodon,5,152,1981,1667492363
forum.krei.social,up,mastodon,1,0,19,1679800349
toot.ballioljcr.org,up,mastodon,14,52,3423,1668808455
video.davidsterry.com,up,peertube,2,16,,1675685430
social.ipfire.org,up,mastodon,4,12,1814,1612578442
mastodon.finonet.de,up,mastodon,41,62,1793,1612904125
sleepygremlin.online,up,mastodon,2,61754,163,1620412721
slippy.xyz,up,misskey,463,10625,11346,1612578268
darkmoon.social,up,mastodon,3,2951,7889,1668720161
helloworld.hostdon.ne.jp,up,mastodon,1,52,3,1648291032
ursusregistry.cloud,up,wordpress,1,0,,1678674788
misa.osrx.social,up,mastodon,4,935,2193,1669076938
mastodon.cjl.io,up,mastodon,1,0,1564,1674101510
techromancer.club,up,writefreely,1,26,,1612578345
andythompson.social,up,mastodon,2,0,24,1679199438
espr.moe,up,akkoma,1,0,2298,1650457191
dcj.me,up,mastodon,1,22,3359,1675265359
s.chode.org,up,mastodon,2,5590,2,1676788198
hv0616.mydns.jp,up,mastodon,3,275,2,1675824886
veganism.social,up,mastodon,1403,12131,12357,1668940777
akkomatest.horizin.de,up,akkoma,2,1,2695,1669325763
xeno.glyphpress.com,up,mastodon,40,4258,10995,1651974072
altnews.social,up,pleroma,14,2,1680,1612578270
en.osm.town,up,mastodon,577,30184,22605,1612578270
wpwatercooler.com,up,wordpress,470,7,,1673812830
labo.wovs.tk,up,misskey,1624,122974,7949,1655279070
www.unattributed.cc,up,wordpress,1,8,,1649241745
tinokaltsas.com,up,gotosocial,1,9,80,1676798274
mastodon.sidetools.net,up,mastodon,3,38,2,1675934548
tusk.pacificvi.be,up,mastodon,3,61,2603,1669779546
dkm.cloud,up,mastodon,2,59,2678,1668904961
mastodon.lare.cc,up,mastodon,1,6,852,1675616823
mastodon.janbudke.de,up,mastodon,1,1,1449,1673804455
social.focused.systems,up,mastodon,1,202,2947,1671620556
relay.froth.zone,up,activityrelay,1,0,,1668360951
live.w0rmh0le.net,up,,1,76,0,1642388130
fedi.suzi.moe,up,pleroma,1,186,1234,1669070195
m.k0r.in,up,misskey,4,214,4508,1668013244
zeroping.cc,up,mastodon,5,92,5563,1667004329
cornerof.world,up,pleroma,63,200191,7450,1612578269
music.chosto.me,up,funkwhale,9,,,1619599212
touiterre.ethibox.fr,up,mastodon,6,40,1969,1671361389
estrella.misskey.masato.jp,up,misskey,5,51,200,1676375836
soc.gaffeltr.uk,up,mastodon,1,4,810,1679247316
plaerdemavida.cat,up,bookwyrm,37,501,104,1675752401
borderlandkeep.com,up,pleroma,7,62,241,1668040806
somewhy.net,up,mastodon,7,816,4433,1669003052
freedomstrike.net,up,mastodon,82,354,1488,1629440111
agora-thinktanks.social,up,mastodon,3,1,14,1677683116
m.pufferzone.racing,up,mastodon,1,26,2547,1675064666
punk.velstandsfanden.no,up,funkwhale,1,,,1612578346
neverwhere.social,up,pleroma,2,102,1482,1653224641
tube.org.il,up,peertube,4,1422,,1620251737
tiggi.es,up,mastodon,77,21262,10887,1612578269
www.rt9a.com,up,mastodon,9,74,1558,1669936540
abakdash.com,up,wordpress,2,17,,1677348011
www.jamesaaron.net,up,wordpress,1,3,,1673673665
iowadon.org,up,mastodon,14,1551,9954,1668128502
t.cly.wtf,up,mastodon,17,1340,3633,1612578266
social.owotel.com,up,akkoma,13,133,5114,1669500195
mastodon.tcbailey.com,up,mastodon,1,25,4369,1668391738
solarpunk.cloud,up,mastodon,3,10,3172,1672119975
social.zell-mbc.com,up,akkoma,2,117,6696,1612578269
law.builders,up,mastodon,114,67828,12008,1667655580
hnz.io,up,wordpress,4,102,,1669094209
lumen.pink,up,wordpress,1,46,,1668975024
fedi.jayfreestone.com,up,mastodon,1,68,2851,1667919979
mastodon.quirijngb.com,up,mastodon,2,1,504,1678347719
chrishubbs.com,up,wordpress,13,1974,,1673542480
forklift-certified.fyi,up,mastodon,4,121,,1669154511
ku.vin.pet,up,gotosocial,1,154,148,1668202275
chinwag.org,up,,1325,90655,23959,1612578388
fedi.jeremy.hu,up,gotosocial,1,266,479,1672473825
d1.1z2.net,up,dolphin,,,90,1677416558
donotban.com,up,mastodon,2454,641945,17496,1612578269
pouet.aliel.fr,up,mastodon,1,527,2872,1667522179
status92.social,up,mastodon,2,26,2493,1672799823
microblog.illum.dev,up,gotosocial,1,3,99,1674142853
isntvery.social,up,mastodon,7,88,2352,1669158296
social.twolife.be,up,mastodon,1,1,1025,1671477596
watch.thepolarbear.co.uk,up,,1,47,0,1652067519
lit.rickosborne.org,up,bookwyrm,1,284,158,1669585467
social.ursprung.name,up,mastodon,1,7,2,1678304628
theden.gay,up,mastodon,1,4,1586,1674105503
social.zischundweg.cloud,up,mastodon,1,480,2282,1670120734
golfis.fun,up,wordpress,2,60,,1669070195
tryste.ro,up,mastodon,7,1721,7743,1669347521
h4.io,up,mastodon,7903,46813,13587,1651682903
queef.social,up,mastodon,6,415,6892,1667640834
p.testitfor.me,up,pleroma,8,61,2595,1612578443
pleroma.guse.fr,up,pleroma,1,2,1423,1668811467
ellis.social,up,mastodon,73,732,9244,1670372218
knottywolf.sexy,up,mastodon,2,88,630,1669008589
stream.thibug.net,up,,1,9,0,1669064516
nemertes.nl,up,mastodon,4,65,2409,1667725283
chablis.social,up,mastodon,16,124,3681,1612578266
sac.moe,up,mastodon,1,0,7,1612578271
metabrook.io,up,hubzilla,9,24,,1668033164
mastodon.angusworld.org,up,mastodon,1,159,3009,1651231402
books.vishnurajeevan.com,up,bookwyrm,1,52,80,1668290021
mastodon.social,up,mastodon,997971,53455638,53000,1612578269
mastodon.fightforthefuture.org,up,mastodon,9,517,11528,1667842602
gottistgut.org,up,wordpress,7,63,,1612585465
elb.cloud,up,mastodon,3,293,4011,1612578387
gts.2a03.party,up,gotosocial,2,684,555,1648071225
mandra.us,up,mastodon,2,6,1847,1670196854
fediverse.keithzg.ca,up,pleroma,3,3160,7803,1612578268
m.r8z.us,up,mastodon,4,922,8201,1668228749
toot.mewmews.gay,up,mastodon,3,2,659,1667881808
cwb.social,up,mastodon,230,9003,8763,1668290532
mastodon.unicornies.de,up,mastodon,1,0,3,1668579319
mastodon.hansup.be,up,mastodon,1,13,145,1669882983
mstdn.litschner.com,up,mastodon,2,110,2655,1670326152
geoplanetary.net,up,misskey,3,437,59,1676668644
mastodon.lescommuns.org,up,mastodon,24,178,4068,1673569327
mastodon.dopcrew.com,up,mastodon,4,120,3245,1672081736
mastodon.karrmedia.com,up,mastodon,1,1,453,1668935418
social.broterrium.com,up,mastodon,4,43,1,1678242984
mastodon.crobin.photos,up,mastodon,2,0,12,1619916861
mstdn.is,up,mastodon,1,14,2407,1668671061
mastodon.uvolante.org,up,mastodon,6,0,846,1612578268
pagan.plus,up,hometown,371,43860,19458,1624390871
highplains.social,up,mastodon,1,19,1843,1672100407
social.hypervasis.com,up,mastodon,1,1,258,1667997872
social.jvns.ca,up,mastodon,2,544,11939,1673362378
cccwi.social,up,mastodon,8,77,3851,1669770798
yelling.it,up,mastodon,1,17,3465,1669061427
ors.novababilonia.me,up,pleroma,4,58,960,1667832246
pixelfed.icedtux.no,up,pixelfed,3,28,33,1613529906
zero.parts,up,pleroma,1,1,530,1677192900
vnecke.social,up,mastodon,6,222,3744,1668085426
mastodon.furrypaws.cc,up,mastodon,29,209,5162,1668944956
pima.7365000.xyz,up,mastodon,2,0,1240,1677020673
pleroma.skyshanty.xyz,up,pleroma,10,29707,11638,1612578266
danstodon.com,up,mastodon,2,47,33258,1671764613
bora.army,up,mastodon,6,479,504,1668836324
nofan.xyz,up,mastodon,1202,458491,11049,1614398720
machikadon.online,up,mastodon,162,139875,10680,1612578270
st.mstdn.b-shock.org,up,mastodon,7,157,157,1612578345
masti.algorithm.berlin,up,mastodon,1,9,620,1668802304
social.muchametow.de,up,mastodon,1,0,182,1677565310
thelastelemental.art,up,mastodon,0,0,1,1667824031
social.regeneratio.org,up,mastodon,6,12,564,1668575185
micro.jacksonchen666.com,up,mastodon,1,2373,5283,1637906924
education.masto.host,up,mastodon,2,10,10,1675163086
mi.growthers.dev,up,misskey,22,2097,6749,1663595296
