hostname,state,software,user_count,note_count,peer_count,discovered_at
antisocial.ly,up,mastodon,5,334,2930,1653366656
mastodon.jackf.red,up,mastodon,1,2,1545,1667884423
social.vleij.com,up,mastodon,2,90,3315,1667464155
social.van-hemmen.com,up,mastodon,1,63,5696,1642116676
lode.social,up,pleroma,1,1,439,1667975530
snap.st,up,pixelfed,22,34,12,1654301644
test2.iu0.win,up,mastodon,603,21818,1967,1656268122
gts.parkany.sk,up,gotosocial,1,1,2,1667517813
mastodon.uz,up,mastodon,8,102,211,1668483635
ak.asweet.space,up,akkoma,2,58,1973,1668669578
mastodon.excbadacc.es,up,mastodon,1,53,2638,1612578266
masto.asonix.dog,up,mastodon,7,14784,6481,1613116783
mastodon.grin.hu,up,mastodon,6,1342,5963,1612578269
mastodon.dalaomai.cn,up,mastodon,6,614,2847,1637028555
mentalhealth.social,up,mastodon,79,3679,7634,1612578269
mastodon.schmidt-systems.eu,up,mastodon,1,0,388,1668302346
friendica.thewalkingdeaf.net,up,friendica,2,339,15727,1662915867
honkwerx.tech,up,pleroma,1,5971,5018,1638242350
social.critzo.xyz,up,mastodon,1,3,47,1667766092
turnip.solutions,up,mastodon,1,308,3262,1665323665
gr8r.com,up,mastodon,7,10,925,1668251876
flowerpot.fyi,up,mastodon,3,284,2274,1651078132
social.pueseso.club,up,mastodon,1,1254,1330,1612578268
peering.social,up,mastodon,2,2,925,1668527149
cryptotooter.com,up,mastodon,21,1125,2256,1654858292
mastodon.balamb.fr,up,mastodon,1,255,3476,1657476796
in.atwistedsystem.com,up,pleroma,1,1,267,1668909721
pourparler.ca,up,mastodon,3,25,1557,1667947583
clamo.red,up,pleroma,2,4,3651,1612578265
stearns.social,up,mastodon,1,0,463,1667711216
pleroma.cyberdelia.com.ar,up,pleroma,16,120,3697,1653969681
mastodon.ericbeckers.nl,up,mastodon,1,526,8853,1612578267
mymastodon.org,up,mastodon,1,1,2426,1668539419
justfollow.me.uk,up,mastodon,6,7,154,1668123824
social.anoxinon.de,up,mastodon,6557,95676,15680,1612578267
mastodon.xsoftware.it,up,mastodon,1,2175,3528,1652925235
thx.gg,up,mastodon,1,70,1954,1667966499
dark.doompill.com,up,pleroma,1,6,638,1666918353
inversion.tupambae.com,up,friendica,0,0,0,1628043003
ublog.fedi.bbrks.me,up,akkoma,1,6,2523,1668473612
peertube.maxweiss.io,up,peertube,1,63378,,1612578346
mastodon.gardensoul.org,up,mastodon,17,235,2683,1667341113
um.lugarzinho.top,up,pleroma,7,260,44,1612578348
alive.bar,up,mastodon,27730,3066101,11317,1612578267
eupublic.social,up,mastodon,198,22034,12386,1612578269
radiostatler.social,up,mastodon,1,0,3728,1612579014
su-social.de,up,mastodon,5,272,1592,1668094775
piconic.co,up,pixelfed,493,1946,658,1612578267
writeout.ink,up,hometown,34,5704,5693,1643466734
social.0ko.me,up,mastodon,2,7584,5989,1612578266
developersgonewild.com,up,mastodon,2,17,3468,1667935483
