hostname,state,software,user_count,note_count,peer_count,discovered_at
pixelfed.pdx.social,up,pixelfed,21,256,71,1669267133
social.nerd.net,up,mastodon,4,229,7100,1669034917
social.uji.es,up,mastodon,4,59,706,1669171085
secretbearlibrary.org,up,bookwyrm,5,264,190,1670871036
amefur.asia,up,mastodon,1,175410,9447,1612578267
social.regenpfeifer.net,up,mastodon,5,214,2405,1635082548
gram.social,up,pixelfed,352,82036,2491,1652076661
electric.marf.space,up,gotosocial,1,1941,1080,1669224438
www.phaysis.com,up,wordpress,2,980,,1667821346
suma-ev.social,up,mastodon,46,3114,9028,1639647840
rinma.stream,up,,1,11,0,1682006103
www.tomfosdick.com,up,wordpress,4,217,,1668270154
alongtheray.social,up,pleroma,3,1233,8023,1614097982
social.jaderune.net,up,akkoma,5,13,3497,1659352642
social.horrorhub.club,up,mastodon,290,61885,55324,1667739771
worst.computer,up,mastodon,1,67,3532,1671556931
toot.forth.works,up,pleroma,1,276,5710,1627991619
abakdash.com,up,wordpress,2,17,,1677348011
mastodon.xylonx.com,up,mastodon,2,63,2,1647379449
social.samizdatpixelpress.net,up,pleroma,3,18,1484,1668904971
pixelfed.ethibox.fr,up,pixelfed,14,4,0,1649015945
mstdn.izumiz.me,up,mastodon,1,1252,938,1674985634
social.squeep.com,up,akkoma,1,0,2997,1671322820
sidraco.in,up,pleroma,1,228,4794,1651598985
toot.habedieeh.re,up,mastodon,5,279,7649,1669819277
alien.insurrection.tech,up,mastodon,5,303,4651,1668042321
peertube.public.cat,up,peertube,13,5715,,1612578345
duk.space,up,mastodon,97,5911,6069,1612578269
digitaldata.social,up,mastodon,8,6,198,1667907580
social.nibis.de,up,mastodon,4,12,242,1674014274
mastodon.gomer.xyz,up,mastodon,3,9,3045,1667697559
ian.mn,up,mastodon,1,13,2591,1671448300
twipped.social,up,mastodon,5,5013,15306,1651157727
social.prometheus.quest,up,mastodon,2,11,3051,1668098991
soir.wtf,up,gotosocial,1,3,66,1669436832
misskey.eulious.com,up,misskey,2,1,1,1681015851
harbour.cafe,up,mastodon,2,281,6495,1651104049
technews.social,up,mastodon,42,545,5159,1670450413
verse.c0de.works,up,mastodon,2,4,129,1660373273
solarpunkacres.org,up,mastodon,3,5,1621,1679907261
smitenet.com,up,mastodon,1,152,5576,1677730661
awtter.me,up,mastodon,13,131,5028,1668242356
jp0id.fun,up,mastodon,7,3077,2793,1675281524
www.hatabowyou.com,up,mastodon,1,1501,2200,1673704138
montmast.com,up,mastodon,1,0,3346,1672179386
social.lunasqu.ee,up,pleroma,2,158,1764,1662925453
mstd.thpd.io,up,mastodon,1,2,487,1675548783
mastodon.flossir.org,up,mastodon,17,287,1316,1636829765
mastodon.au,up,mastodon,25831,380263,19488,1665705253
cirrus.zinzolin.fr,up,mastodon,2,29,3124,1671635307
common.social,up,mastodon,2,1,775,1672649953
6paperplanes.net,up,,3,15,87,1612581137
mrfunkedude.com,up,wordpress,1,129,,1651896078
mast.solarisfire.com,up,mastodon,2,803,10892,1672870842
social.densco.net,up,mastodon,2,522,5050,1670094292
radio.gamethattune.com,up,,1,229,0,1648579537
sti.social,up,mastodon,2,2,1091,1652500638
mastodon.delroth.net,up,mastodon,1,987,12419,1667780446
mt.amethyst.moe,up,mastodon,3,192,997,1672056639
goto.distilled.pub,up,gotosocial,1,28,223,1670625910
bookwyrm.steamedfish.org,up,bookwyrm,1,2,18,1676894634
beach.city,up,mastodon,144,214545,24102,1612578269
social.iphodase.fr,up,mastodon,6,9,319,1667837640
