hostname,state,software,user_count,note_count,peer_count,discovered_at
nalocal519.social,up,mastodon,8,966,2261,1634119705
accounting.social,up,mastodon,5,11,172,1669438932
trau.kainehm.de,up,wordpress,1,377,,1653088609
glite.social,up,pleroma,5,7,2368,1667965191
mastodon.partipirate.org,up,mastodon,2461,32308,15201,1612578270
pleroma.boingo00.wtf,up,pleroma,1,174,1683,1664901904
mastodon.desord.re,up,mastodon,2,231,5285,1612578269
cocoronavi.net,up,mastodon,7,20187,3856,1612578269
mastodon.chainfire.eu,up,mastodon,1,34,1474,1669474703
social.krasovs.ky,up,mastodon,2,348,4313,1617667791
ntrp.lol,up,mastodon,2,5,70,1669386345
brianschlee.com,up,mastodon,1,0,467,1669166886
mastodon.karrmedia.com,up,mastodon,1,1,341,1668935418
region-bergstrasse.social,up,mastodon,1,29,1154,1668972579
tabletop.social,up,mastodon,3151,116865,18786,1612578269
mastodon.omx.nl,up,mastodon,2,11,562,1668972759
pxl.mx,up,pixelfed,7,274,102,1663509843
redwombat.social,up,mastodon,25,11109,11014,1612578268
khajiit.tech,up,pleroma,5,525,7032,1630497777
stream.braindudecreations.com,up,,1,5,0,1659743660
weird.tw,up,mastodon,1,52,325,1667020826
fnlog.page,up,mastodon,1,44,1626,1667848557
social.as59715.net,up,pleroma,3,37,406,1669152852
m.upsilo.net,up,mastodon,1,5210,3097,1612578267
pleroma.nognu.de,up,pleroma,5,59,1345,1669245915
rettiwtkcuf.social,up,mastodon,275,11004,6035,1612578270
social.ephasic.org,up,,1,1,1,1670191656
c64.social,up,mastodon,2,220,1317,1669593408
cyanistes.daedelys.org,up,mastodon,1,0,373,1668295061
mastodon.snakenode.eu,up,mastodon,2,40,3172,1612578265
elbfotos.de,up,pixelfed,1,2,21,1667259041
scribe.io,up,gotosocial,1,9,52,1667823937
nightly.fedibird.com,up,fedibird,151,98936,8043,1612578265
malu.today,up,mastodon,19,74683,8245,1612578270
metapixl.com,up,pixelfed,1622,3861,1829,1612578345
soc.starkov.site,up,mastodon,2,27,468,1668148993
mastodon.raptorpond.com,up,mastodon,1,15,1568,1651045536
destituent.social,up,mastodon,5,1296,5735,1668412028
mastodon.malachi.cc,up,mastodon,1,0,1177,1669946639
place-of-refuge.com,up,mastodon,15,22310,52,1612578345
inane.chat,up,mastodon,23,411,5542,1668270151
pleroma.rauhala.info,up,pleroma,1,53,2038,1664134550
rants.au,up,mastodon,7,894,4344,1668038882
drumstodon.net,up,mastodon,16,264,4154,1669500875
netzkms.de,up,mastodon,71,2112,4033,1667572445
mstdn.quest,up,mastodon,6,331,2082,1651164304
social.schumacher.im,up,pleroma,1,79,2105,1621513843
f.praschnig.com,up,friendica,3,187,19611,1612578270
es.shitposter.club,up,pleroma,4,67,1402,1662930665
mastodon.floe.earth,up,mastodon,112,2720,8813,1667422944
helheim.seidr.fr,up,mastodon,1,4,184,1653176999
anarchydica.net,up,friendica,0,0,0,1612578268
yams.lol,up,mastodon,5,196,36336,1667973433
toot.sxvn.eu,up,mastodon,2,0,318,1668062809
social.stlouist.com,up,mastodon,34,2114,6611,1651442027
tutoteket.no,up,mastodon,5,1978,6133,1667467152
schutt.social,up,mastodon,3,78,4143,1667271437
social.bobek.cz,up,mastodon,2,152,1728,1612578271
mastodon.sarunint.com,up,mastodon,1,10,688,1667988050
jubi.life,up,mastodon,10,34558,7623,1612578269
h3xtacy.party,up,mastodon,1,18,508,1637889649
developer.social,up,mastodon,15,166,3354,1669003052
mastodon.africa,up,mastodon,13,137,2098,1667835861
ple.rorea.moe,up,akkoma,3,0,1694,1668718685
freedomofspee.ch,up,mastodon,7,657,3510,1667722454
mi.wycey.dev,up,misskey,3,115,779,1670145958
furtenbach.social,up,mastodon,3,197,1927,1612578345
cofe.rocks,up,akkoma,15,4112,11279,1612578270
social.cozytronics.com,up,mastodon,4,96,2049,1667003597
thinkinginsystems.online,up,mastodon,2,0,595,1616120178
microscopic.network,up,mastodon,1,116,3804,1667715658
gearheads.social,up,mastodon,333,3198,4007,1668073383
georgi.family,up,pleroma,1,1623,6311,1612578269
akko.within.website,up,akkoma,3,17,2613,1667613637
planetboca.com,up,mastodon,2,362,3625,1669405729
feed.casa,up,mastodon,5,355,279,1612578345
social.scheepers.one,up,mastodon,2,0,1311,1669830316
wf.lavatech.top,up,writefreely,7,75,,1612578268
snack.social,up,akkoma,9,10966,11485,1612578270
tomboy.tech,up,akkoma,4,22,1904,1668042229
comics.town,up,mastodon,78,1964,9207,1612578266
pixel.nobodyhasthe.biz,up,pixelfed,37,39,0,1630226847
mstdn.kemono-friends.info,up,mastodon,2040,8720355,10395,1612578266
peertube.frontmediatique.fr,up,peertube,3,1259,,1639649497
pics.rys.io,up,pixelfed,2,45,527,1626834495
space-pirates.org,up,mastodon,55,2238,4727,1651711657
mastodon.deepak.science,up,mastodon,2,9,1546,1651201799
pixel.cloud.nerdraum.de,up,pixelfed,2,33,9,1648091337
lipsia.casa,up,mastodon,60,2050,5421,1667749442
social.van-hemmen.com,up,mastodon,1,67,6875,1642116676
ioioioio.io,up,hometown,1,5,2822,1612578442
justpeace.social,up,mastodon,3,151,4122,1667877979
climate.meta-carbon.com,up,mastodon,5,6,641,1668905228
eozygodon.com,up,mastodon,5,807,6702,1668382751
qdon.space,up,mastodon,2893,245687,7155,1612578270
linuxjobs.social,up,mastodon,20,-953,6232,1612578267
mstdn.test.emacsen.net,up,mastodon,5,0,0,1668597235
canzan.chat,up,mastodon,4,0,0,1650871139
social.ciruxia.se,up,mastodon,3,9,4589,1669578753
albanytrans.gay,up,mastodon,7,451,3715,1651162828
at9.uk,up,mastodon,1,9,1019,1670685876
toot.juro.cloud,up,mastodon,0,0,1692,1612578268
actuallyacat.com,up,mastodon,1,1,3234,1669535006
cryo.icu,up,mastodon,4,13,3428,1668825935
minuscule.space,up,writefreely,1,10,,1649008819
live.retrostrange.com,up,,1,34,0,1650529553
toot.j3b.in,up,pleroma,1,15,819,1668975433
instanzfreun.de,up,mastodon,6,1232,3883,1667597951
pouet.april.org,up,mastodon,2,5257,9347,1612578268
facebookfacetime.com,up,friendica,0,0,0,1636632942
shbgm-mastodon.fly.dev,up,mastodon,1,112,2287,1668450715
wolvesare.sexy,up,mastodon,1,147,2915,1667552784
tuiter.rocks,up,mastodon,82,33044,5946,1667754014
social.secret-wg.org,up,mastodon,23,729,7118,1612578268
social.moirai.cc,up,pleroma,2,1,2421,1618330029
blog.timdream.org,up,wordpress,1,370,,1667728127
honk.masto.host,up,mastodon,1,11,444,1669655900
an.errant.cloud,up,mastodon,4,50,2549,1670362999
social.exclaimindustries.net,up,mastodon,1,275,1989,1612578266
bassam.social,up,pleroma,80,809,2751,1668189730
krefeld.life,up,mastodon,50,23245,10531,1612578268
meow.cloud,up,mastodon,17,503,1977,1639997058
fv.convergence.cx,up,apd,1,6,95,1668260000
jir.moe,up,pleroma,15,1682,2898,1668784198
anarshy.social,up,mastodon,2,210,1054,1669643383
oceanplayground.social,up,mastodon,103,7016,6422,1667402175
mastodon.skaggsfamily.us,up,mastodon,2,45,2175,1667661655
mastodong.lol,up,mastodon,7,4442,10321,1657774184
zaptest.ytopia.xyz,up,,2,19,139,1648589497
social.jeffreymiller.org,up,mastodon,1,13,1353,1665973519
muskodon.ml,up,mastodon,3,0,4,1669141455
pl.abdl.link,up,pleroma,2,3,4,1666987652
pleroma.shunderdo.me,up,pleroma,1,442,7832,1612578270
social.okoyono.de,up,mastodon,12,2220,10554,1612578266
social.dudebronation.com,up,,4,113,362,1612578270
social.clawhammer.net,up,mastodon,2,39,1482,1669166886
redrosewriter.com,up,mastodon,4,1,964,1612578348
