hostname,state,software,user_count,note_count,peer_count,discovered_at
troll.cafe,up,pleroma,15,620,5019,1620240883
masto.therealblue.de,up,mastodon,10,913,9319,1612578266
tootn.social,up,mastodon,3,235,2328,1669544495
mstdn.online,up,mastodon,39,253,3529,1612578271
pl.topherward.com,up,pleroma,1,3,458,1668846826
weeklymusings.net,up,writefreely,1,188,,1670991757
greatview.video,up,peertube,1665,105,,1612578268
maotsu.pl,up,pixelfed,1,4,11,1669393772
mstdn.sheehanmiles.com,up,mastodon,4,388,5147,1667871444
m.keng42.com,up,gotosocial,1,1,1,1671268527
pirati.ca,up,friendica,82,138175,19812,1612578270
estradi-niol-of.services,up,akkoma,1,16,1380,1666867117
mas.sirtf.com,up,mastodon,1,12,479,1669166052
mastodon.intermeta.cloud,up,mastodon,1,0,32,1668168508
lolison.top,up,pleroma,288,92481,6044,1640051897
mus.social,up,mastodon,19,57,616,1668206456
void.hostdon.ne.jp,up,mastodon,8,82142,41,1612578346
masto.actor,up,mastodon,10,177,3748,1668353295
social.anacreonte.eu,up,friendica,8,13,19524,1660789038
fedi.suuu.us,up,mastodon,1,68,3887,1669165924
stefanbohacek.online,up,mastodon,1,35,1919,1667664785
hexadon.net,up,mastodon,71,816541,3483,1612578267
social.kennyqin.com,up,pleroma,1,440,2483,1620674681
some.evvk.fi,up,mastodon,3,705,2237,1670586807
shota.house,up,akkoma,19,8694,7960,1668824424
hokuto.social,up,mastodon,5,160,2810,1670012608
mstdn.superspeed-fall.com,up,mastodon,174,67810,3108,1612578268
watch.kcl.academy,up,peertube,4,683,,1653794509
vtgcomp.com,up,mastodon,1,1,190,1671245706
trivia.town,up,mastodon,12,152,1414,1668131470
austodon.com,up,mastodon,7,42,639,1668822740
social.klaps.me,up,mastodon,2,21,998,1667993722
flows.energyflow.rodeo,up,,1,5,0,1662130760
lostall.faith,up,mastodon,1,1,1,1671161937
woofed.me,up,mastodon,2,10,1367,1670593259
www.jonrick.com,up,wordpress,1,23,,1667919979
anarchy.center,up,mastodon,1,70,779,1670815155
social.teamx.cc,up,mastodon,9,33,3299,1667859198
snailedit.social,up,mastodon,18,185,4219,1669172747
prgmr.net,up,mastodon,2,79,215,1669097625
birdsitelive.angrydome.au,up,birdsitelive,12,0,,1668098306
pixelfed.s-a.at,up,pixelfed,2,272,228,1669669635
toot.boston,up,hometown,13,360,3273,1667942902
masto.fediverse.be,up,mastodon,1,9,1432,1670365100
proteomics.social,up,mastodon,11,2,24,1670937922
mastodon.apps.scolterius.net,up,mastodon,1,3,893,1669305100
climate.meta-carbon.com,up,mastodon,7,6,732,1668905228
mastodon.qkjr.xyz,up,mastodon,3,32,3660,1667700110
social.fym.moe,up,pleroma,1,3150,3918,1612578270
arachnid.town,up,pleroma,31,156042,7371,1642648575
noise.j-w.au,up,mastodon,1,217,2789,1667840848
video.vegafjord.me,up,peertube,2,8723,,1660374860
hulvr.com,up,mastodon,48,34123,14479,1612578268
social.mcqn.com,up,mastodon,1,17,2446,1667593047
scsb-ion.xyz,up,mastodon,13,213,95,1663304379
bunbers.org,up,akkoma,57,321,2957,1667926222
social.0x0a.pro,up,mastodon,3,42,2466,1668992136
bereal.monster.hostdon.ne.jp,up,mastodon,2,4337,750,1612578268
masto.nu,up,mastodon,7606,15941,9446,1668359341
m.thibau.lt,up,mastodon,2,308,2191,1619573730
aviators.network,up,mastodon,5,18,826,1668206133
sportyspice.christophvoigt.com,up,gotosocial,1,3,36,1661944228
mastodon.neither-nor.net,up,mastodon,1,16,301,1669897852
open-source-eschaton.net,up,mastodon,4,550,3976,1670383846
social.exclaimindustries.net,up,mastodon,1,277,2009,1612578266
mastodon.hexsix.me,up,mastodon,1,39,64,1647238811
meteo.social,up,mastodon,249,10356,8936,1651863827
gts.maehl.eu,up,gotosocial,1,1,4,1669225979
liberal.city,up,mastodon,17,7128,13149,1612578266
social.nubecula.org,up,mastodon,3,26,4125,1668266931
planet.moe,up,mastodon,9184,449768,10373,1612578269
sehnot.net,up,mastodon,1,5,1130,1667513754
etiketi.de,up,wordpress,1,789,9091,1618935222
summoners-riftodon.jp,up,mastodon,799,56638,1128,1612578267
tube.ksl-bmx.de,up,peertube,5,104879,,1612578345
byteunion.com,up,mastodon,3,15,228,1671123551
mastodon.thexboxcast.co.nz,up,mastodon,8,290,943,1657882458
social.chmod777.org,up,mastodon,1,1,1784,1612578267
westend61.social,up,mastodon,6,16,2932,1668540493
friendica.ingram-braun.net,up,friendica,1,1341,19472,1612578346
debula.ml,up,pleroma,8,143,2341,1612578267
parfait.day,up,mastodon,488,27510,0,1668352588
crisiscommons.net,up,mastodon,4,1,2,1669138713
pupy.cafe,up,mastodon,10,463,3875,1667768169
pix.domanske.de,up,pixelfed,1,61,172,1651104049
rah.social,up,mastodon,1,623,6110,1668060702
saturation.social,up,hometown,84,7248,11217,1667112985
stream.braindudecreations.com,up,,1,5,0,1659743660
ynotnetwork.com,up,mastodon,5,22,1166,1669683259
masto.hitorino.tv,up,mastodon,76,216,1092,1653490779
dialup.space,up,pleroma,1,40,3025,1668738680
fedi.python-podcast.de,up,takahe,2,1,11,1671161941
