hostname,state,software,user_count,note_count,peer_count,discovered_at
alt.lawndale.space,up,mastodon,1,215,4003,1675794912
be-lieve.hostdon.ne.jp,up,mastodon,116,4814,496,1670879321
magpie.masto.host,up,mastodon,17,299,4794,1612578347
chik.social,up,mastodon,1,50,4243,1669819277
tentacleric.com,up,mastodon,2,704,582,1651686476
blumenwie.se,up,mastodon,4,396,3914,1668939939
peertube.home.x0r.fr,up,peertube,2,9,,1640891411
mastodon.singaporebuses.app,up,mastodon,2,15,221,1672997287
xxx.base.lc,up,mastodon,4,25,668,1668575170
social.cloudapps.ninja,up,calckey,2,6,1824,1670760338
mastodon.flossir.org,up,mastodon,17,252,1064,1636829765
mastodon.lambertz.xyz,up,mastodon,1,0,1104,1612578345
mast.sudrien.net,up,mastodon,1,163,2273,1652003429
social.las.rs,up,pleroma,1,1,385,1671982489
vnecke.social,up,mastodon,6,199,3337,1668085426
litterae.social,up,hometown,5,2087,6671,1612578270
tweets.makerbox.net,up,wildebeest,,,42,1675716126
mastodon.pwshmatt.com,up,mastodon,1,1,1220,1669708888
mastodon.pachamamita.de,up,mastodon,5,77,4327,1667725283
cybert-media.net,up,pleroma,11,144,1958,1614097838
federation.sopelj.ca,up,akkoma,1,0,2787,1671425922
social.labmonkeys.space,up,pleroma,1,87,4920,1651130730
blog.crystalyx.net,up,wordpress,1,17,,1669274170
micro.shitpost.blog,up,akkoma,2,223,5881,1669211178
f-t.net.pl,up,mastodon,2,30,8,1675357298
haunted.computer,up,mastodon,39,3682,22003,1667790792
social.duergner.io,up,mastodon,1,0,16,1668981453
blog.stackdump.com,up,writefreely,1,1,,1668477808
mastodon.berton.me,up,mastodon,2,16,581,1612578348
social.tibus.com,up,mastodon,3,9,921,1671819295
mastodon.31337.eu,up,mastodon,1,0,2047,1671500991
masto.nyc,up,mastodon,1220,6474,12209,1668062736
wahni.at,up,mastodon,2,65,4050,1669397484
hota.hirachon.otakan.jp,up,mastodon,8,124434,1599,1630762062
mastoturk.org,up,mastodon,2610,22,43,1674611164
fdv.saifulh.web.id,up,gotosocial,1,329,158,1674093248
mfjt-gotosocial.fly.dev,up,gotosocial,1,19,102,1672282381
t.fred.social,up,mastodon,3,36,2669,1671073784
social.thimic.no,up,mastodon,1,43,2773,1669389531
