hostname,state,software,user_count,note_count,peer_count,discovered_at
peer.tube,up,peertube,8,1648,,1612578345
someone.elses.computer,up,mastodon,55,10253,13513,1666960634
friendica.se1.eu,up,friendica,0,0,0,1639647840
afr.social,up,mastodon,1,0,9,1631310847
my.elven.pw,up,mastodon,21,3432,5705,1613547082
mastodon.rozhlas.cz,up,mastodon,18,3613,3858,1670409121
snug.town,up,mastodon,6,1969,11576,1651004483
loutre.info,up,mastodon,19,10156,16401,1612578267
niklas.social,up,mastodon,2,3054,7486,1612578267
pix.yiny.org,up,pixelfed,3,6,135,1659466199
pixel.brettspielpony.de,up,pixelfed,2,25,54,1639647840
neconium.com,up,wildebeest,,,2,1676760758
gruene.social,up,mastodon,1002,114255,22614,1612578270
music.cheatha.de,up,funkwhale,0,,,1651664188
eletusk.club,up,mastodon,2297,2221764,7128,1612578269
diaspolizon.fr,up,Mobilizon,147,40,,1612578265
www.myname.website,up,writefreely,1,9,,1612578346
mst.muiiio.com,up,mastodon,2,1993,12168,1668553703
esquite.mazorca.org,up,mastodon,25,772,4058,1612578345
scoat.es,up,mastodon,2,692,8555,1667602458
music.scriptfanix.fr,up,funkwhale,4,,,1616108834
mastodon.binaryfour.de,up,mastodon,3,135,11172,1668824163
tl.xn--7fw.xyz,up,akkoma,1,341,4402,1667485182
stellaria.network,up,mastodon,11,364433,8855,1612578268
kzoo.to,up,mastodon,42,2789,28173,1672781169
pixls.courat.fr,up,pixelfed,2,22,6,1671972606
friend.myocci.social,up,friendica,0,0,0,1674779426
idea.oksocial.net,up,pleroma,9,19,15,1668629756
scholar.social,up,mastodon,4805,443480,31335,1612578267
weyr.social,up,mastodon,2,72,1877,1668484423
social.dsmouse.net,up,mastodon,5,5310,15821,1612578267
social.alemi.dev,up,mastodon,2,18,3529,1668066672
mast.hpc.social,up,mastodon,407,8065,11478,1668823611
m.geraffel.net,up,mastodon,28,1850,9311,1612578268
mastodon.tinycart.club,up,mastodon,2,286,5711,1671420720
mastoscat.club,up,mastodon,8,730,2992,1679847581
tolppa.thermopylas.fi,up,mastodon,2,10,4704,1669164413
