hostname,state,software,user_count,note_count,peer_count,discovered_at
cursoryreview.org,up,mastodon,28,238,3085,1667628718
mastodon.kosebamse.com,up,mastodon,2,450,10474,1612578270
xn--trt-tna.sebtobie.de,up,mastodon,1,407,3297,1652137783
grand-duchy.net,up,mastodon,5,33,3785,1612578270
social.fyyd.de,up,mastodon,3,48,950,1669819277
vocals.gg,up,mastodon,2,3,54,1668139480
friendica.daniel-siepmann.de,up,friendica,1,6,16466,1662911463
vinyl-41.de,up,wordpress,1,1285,,1612581028
mastodon.chedski.net,up,mastodon,3,5,191,1669352393
mastodon.myhome.pm,up,mastodon,1,1,987,1671374591
talk.halvbrax.se,up,pleroma,2,83,2135,1612578266
social.rapidblock.org,up,mastodon,1,7,3589,1668805308
dain.moe,up,mastodon,3,1279,4018,1612578266
kiran.dog,up,mastodon,2,293,1455,1668232811
neworleanssaints.social,up,mastodon,4,18,1026,1668832264
mastodon.ericbeckers.nl,up,mastodon,1,746,10181,1612578267
gts.ordchaos.top,up,gotosocial,1,0,2,1671069164
mastodon.homelab.tokyo,up,mastodon,1,53,3328,1668206456
0xa1.social,up,gotosocial,1,1,55,1667777524
swecyb.com,up,mastodon,73,407,2319,1668398746
betterconversations.online,up,mastodon,7,210,3067,1668278040
mastodon.artverse.place,up,mastodon,2,145,151,1669331350
mastodon.laborluzern.ch,up,mastodon,7,4,116,1670426590
mstdn.04.si,up,mastodon,7,60,116,1659785617
m1.minorthoughts.com,up,mastodon,2,67,5376,1668865669
fri.aethercom.de,up,friendica,0,0,0,1612578269
www.das-kreative.de,up,friendica,6,75,297,1612581016
social.vleij.com,up,mastodon,3,205,7694,1667464155
2pxnl.de,up,mastodon,2,951,4622,1667047537
schooner.social,up,pleroma,1,17,1809,1670873332
cobracrew.de,up,mastodon,5,19,1287,1665798613
social.techtea.io,up,pleroma,5,4,189,1639649497
forsaken.technology,up,mastodon,4,283,2968,1669536782
fediverse.jarv.is,up,mastodon,1,1134,6127,1669399807
social.markoonline.de,up,friendica,0,0,0,1612578345
nbl.social,up,mastodon,5,99,1701,1667181581
cogwheel.social,up,akkoma,1,39,3143,1671053158
social.jasonsanta.xyz,up,pleroma,1,137,2980,1652071858
playadust.social,up,mastodon,6,6,1328,1668152187
r2r0.de,up,mastodon,7,254,4474,1612578266
feed.lukehebb.com,up,mastodon,1,14,1607,1668190202
mastodon.michaeldvinci.com,up,mastodon,2,0,3,1671206441
frontend.lt,up,mastodon,2,7,456,1668119634
telescope.garden,up,mastodon,17,82857,8839,1612578271
pvl.pw,up,mastodon,2,3,1074,1669932302
fedi.aniskov.com,up,mastodon,1,18,81,1668716273
pixelfed.zone,up,pixelfed,4,60,8,1668548734
toottoot.nl,up,mastodon,2,3,56,1668024683
snapp.social,up,mastodon,13,1285,4986,1667500620
fountainpen.social,up,mastodon,6,109,3702,1671099598
econtwitter.net,up,mastodon,7134,79683,13818,1667605044
pix.webm.ink,up,pixelfed,1,92,284,1667745013
extec.uk,up,mastodon,3,1,87,1651092857
mastodon.theshowshow.tv,up,mastodon,12,129,6163,1668800818
avery.garden,up,akkoma,2,314,6459,1668645536
masto.trivial.business,up,mastodon,1,123,5977,1669708383
hep.social,up,mastodon,45,1099,4732,1668158807
another.cymru,up,mastodon,3,18,2448,1670090677
iosdev.space,up,mastodon,323,4384,8910,1667623753
fireplace.social,up,mastodon,2,8,1941,1669264469
gts.platanito.org,up,gotosocial,2,4,55,1670079024
friends.speck.blue,up,hometown,1,6,274,1669178187
larkspur.one,up,akkoma,15,490,7173,1661334772
mastodon.noizycat.com,up,mastodon,15,4967,544,1612578269
7144.party,up,mastodon,334,21284,4330,1612578266
mastodon.xsoftware.it,up,mastodon,1,2292,4666,1652925235
social.prado.it,up,pleroma,2,47,4707,1667221876
helo.fuse.pl,up,gotosocial,1,104,102,1669350261
fediverse.yapbreak.fr,up,pleroma,2,122,2066,1619646730
social.djuber.tk,up,mastodon,1,9,4,1668933960
techfieldday.net,up,mastodon,29,518,5286,1668788089
mastodon.rip,up,mastodon,5,1233,27,1668988325
m.wulingate.com,up,mastodon,13,302,5469,1614359549
idealhealth.social,up,mastodon,9,4,2423,1668361134
canica.pe,up,mastodon,12,87,2511,1668187208
post.missioncontrol.social,up,mastodon,1,2,1942,1670280171
uaatwar.com,up,mastodon,10,73,4796,1669985687
tv.igwigg.space,up,,1,8,0,1648864031
mastodon.travelsoftux.co.uk,up,mastodon,1,26,1210,1669668459
pleroma.jinteki.industries,up,pleroma,1,0,188,1669062106
gotosocial.ewonchang.com,up,gotosocial,1,2,17,1669986523
social.4netguides.org,up,mastodon,5,262,6551,1668451863
masto.98degrees.co.uk,up,mastodon,1,279,3734,1668042229
mtdn.level8tech.com,up,mastodon,1,0,4584,1668904985
uff.rip,up,mastodon,9,780,2357,1669819277
owncast.wannabesql.synology.me,up,,1,50,0,1652866305
stream.tumocs.eu,up,,1,3,0,1647763536
socs.social,up,mastodon,4,29,2400,1667664088
lyingvoid.social,up,mastodon,33,137,4591,1668369150
orasi.io,up,mastodon,3,18,1400,1669209225
blog.exacon.cloud,up,friendica,0,0,0,1664076995
5lb.co,up,mastodon,3,6,2272,1670638197
domo.cafe,up,pleroma,1,0,1344,1669532592
ludosphere.fr,up,mastodon,879,37686,13202,1612578266
troet.crynet.one,up,mastodon,4,95,3436,1652615275
orreadi.com,up,bookwyrm,7,589,67,1668999143
plma.plus.st,up,akkoma,25,12013,9522,1655665171
mastodon.cookiedragon.games,up,mastodon,2,20,125,1667954577
ichiji.social,up,mastodon,4225,2110658,9202,1612578267
devoe.social,up,mastodon,1,368,5094,1669419021
gerardbentley.com,up,gotosocial,1,44,152,1668240182
mastoot.fr,up,mastodon,9,133,1432,1669264684
mastodon.adtension.com,up,mastodon,1,97000171,2998,1670929973
social.caa-ins.org,up,mastodon,610,4934,5764,1612578269
cuscuz.in,up,mastodon,39,28645,6664,1652508259
mastodon.irex.aretex.ca,up,mastodon,75,326,370,1628957017
freespeech.group,up,akkoma,72,31822,10521,1612578267
artsculture.media,up,mastodon,28,226,4480,1669002788
slime.global,up,mastodon,78,541254,18511,1612578270
rechtsehippies.nl,up,,0,0,0,1668214020
jkfd.de,up,mastodon,1,11,2521,1650919144
cozymech.com,up,pleroma,1,3,99,1647508601
kamel.social,up,mastodon,6,5,2191,1612578347
pxl.mxhdr.net,up,pixelfed,1,193,436,1612578707
mstdn.litschner.com,up,mastodon,2,9,861,1670326152
social.lauercloud.de,up,mastodon,4,6,2896,1645377761
social.evolved.systems,up,mastodon,1,32,349,1669127184
wltr.pw,up,mastodon,1,451,6335,1667472162
social.rocklobster.cat,up,gotosocial,2,7,70,1669819277
mastodon.orko.it,up,mastodon,2,114,5327,1638015441
red.fairymeadow.org,up,hubzilla,1,12,,1612579015
josh.tel,up,mastodon,2,540,7702,1666939159
toot.mewmews.gay,up,mastodon,3,2,418,1667881808
mastodon.catmargue.org,up,mastodon,3,49,1307,1612578266
todon.jsna.dev,up,mastodon,2,4,381,1669858928
smile.brandonage.xyz,up,pleroma,2,5,2022,1659769545
nickcho.social,up,mastodon,1,1,532,1671273673
social.mochi.academy,up,mastodon,40,462610,13592,1612578270
mastodon.snek.dev,up,mastodon,1,63,814,1667117257
eu.mastodon.green,up,mastodon,44,1592,5285,1668952249
pixel.krivokuca.dev,up,pixelfed,2,3,34,1667925588
xn--y9a6bah4ck.xn--y9a3aq,up,mastodon,17,3782,4065,1628710554
cockandballtortu.re,up,akkoma,9,176,4400,1668981388
mastodon.midwestgeeks.org,up,mastodon,4,4,276,1671322333
dcr.pw,up,pleroma,2,3,1560,1669008788
pleroma.tangentideas.info,up,pleroma,1,8,767,1668572375
feditest-service.aeracode.org,up,takahe,4,71,54,1669648892
swiss.social,up,mastodon,1501,32409,12218,1667401199
blog.ohheybrian.com,up,wordpress,1,581,,1667925562
faith.social,up,pleroma,10,2,59,1657955964
pleroma.haijo.eu,up,pleroma,6,147,2575,1652668414
xu.rs,up,pleroma,1,23,1416,1668182602
masto.tjm77.com,up,mastodon,2,66,4810,1668585544
clown.center,up,pleroma,1,29,838,1612578345
social.phlox.me,up,mastodon,3,5,374,1669927745
mastodon.humanists.uk,up,mastodon,3,6,2034,1667668050
stream.apontaeclica.com,up,,1,11,0,1647669671
tootsmcgoots.io,up,mastodon,7,98,1885,1669178968
andbutso.net,up,mastodon,2,1,91,1671322333
mastodon.eco,up,mastodon,52,363,4507,1667993722
cyberpunk.haus,up,mastodon,1,12,3974,1668027008
counterprose.com,up,mastodon,3,20,1631,1668133333
rowanparker.social,up,pleroma,1,1,757,1668548734
plural.lol,up,mastodon,1,1,2,1669235884
doesthings.online,up,mastodon,3,261,4521,1667954577
arathe.net,up,mastodon,4,2481,8269,1612578347
gochisou.dev,up,mastodon,27,2631,3624,1612578266
katafpv.ch,up,mastodon,2,20,544,1670162315
nahe.social,up,mastodon,99,4191,6698,1653918949
m.ghosh.pro,up,mastodon,1,64,3312,1668843508
mastodon.communick.com,up,mastodon,9,547,8645,1612578268
talamanca.social,up,mastodon,6,34,137,1668125030
my-spaces.social,up,mastodon,3,588,5373,1651184183
resistit.net,up,pleroma,1,500,4215,1650484695
mastodon.lemel.cc,up,mastodon,1,3,4571,1670342811
social.stamper.net,up,mastodon,2,13,2227,1667833199
belew.me,up,mastodon,1,6,2882,1670360797
socialpod.me,up,mastodon,3,14,2800,1654359616
social.lgm.ltd,up,mastodon,6,343,3645,1668941355
video.antopie.org,up,peertube,13259,361529,,1612578269
beo.social,up,mastodon,4,132,3020,1667755643
ogg.social,up,mastodon,2,4,306,1668821557
j4nk.dev,up,pleroma,1,0,675,1667806006
vantil.refchat.net,up,pleroma,31,1096,2496,1612578266
together.chaoyu.us,up,mastodon,356,24114,3645,1613445803
endhill.masto.host,up,mastodon,19,936,2227,1612578270
mastodon.boiler.social,up,mastodon,16,1289,8529,1652773786
thinkydoers.social,up,mastodon,11,420,7607,1668323540
mastodon.divecoaching.com.au,up,akkoma,2,0,20,1671367526
oxygen.pub,up,mastodon,6,22,37,1669306798
toot.ring0.space,up,mastodon,6,31,1485,1668189821
artraige.masto.host,up,mastodon,8,579,4402,1612578345
mastoneuron.com,up,mastodon,1,4,1069,1612578347
crlf.ninja,up,pleroma,4,1241,4505,1664316690
social.cemper.net,up,mastodon,1,137,2681,1667885566
mastodon.steinernebruecke.de,up,mastodon,9,699,6469,1612578266
jade.moe,up,mastodon,9,16284,8968,1627708121
social.blackcat.ca,up,friendica,3,1,20965,1670119571
live.futurnumerique.com,up,,1,0,0,1668080297
mastodon.teknologiumum.com,up,mastodon,18,55,1127,1668687139
social.horak.hu,up,gotosocial,1,10,61,1667519676
poopy.social,up,mastodon,3,141,10,1613560718
officially.social,up,mastodon,5,10,1462,1667841421
mastodon.dev.theusefularts.org,up,mastodon,1,3,0,1668904985
mastodon.d4.social,up,mastodon,1,0,1273,1612578346
mastodon.xaetacore.net,up,mastodon,1,644,5734,1669742024
hates.company,up,gotosocial,1,873,721,1612578270
mas.psychomantys.xyz,up,mastodon,3,4767,678,1668663481
gm7.social,up,mastodon,2,37,1533,1669824271
reading.taks.garden,up,bookwyrm,12,1253,225,1632324522
fediverse.thefloatinglab.world,up,pleroma,4,164,2227,1667555209
mstdn.philia.work,up,mastodon,2,57,4551,1664966180
jobs.neverhunt.io,up,mastodon,1,18,1662,1668073567
addy.gg,up,mastodon,8,38,626,1669965313
waag.social,up,mastodon,73,1313,5471,1668063657
fuzaxx.de,up,mastodon,3,10,4167,1669127074
owncast.ch94.de,up,,1,7,0,1657189557
derg.land,up,mastodon,12,571,2790,1662114347
nagoyadon.jp,up,mastodon,130,234760,4997,1612578267
carnivore.social,up,mastodon,22,2819,5199,1612578267
pixelfed.retronerd.at,up,pixelfed,2,7,6,1667415279
notso.cloud,up,mastodon,1,21,1829,1653666856
social.nog.community,up,mastodon,25,32,3706,1670180182
fedi.lynnesbian.space,up,mastodon,20,125818,11050,1612578265
thecanadian.social,up,mastodon,316,19656,8224,1668045714
easy.saramara.ai,up,pleroma,5,421,1965,1612578267
micro.jacksonchen666.com,up,mastodon,1,740,1426,1637906924
social.chicano.cloud,up,pleroma,4,1,3176,1668632159
