hostname,state,software,user_count,note_count,peer_count,discovered_at
social.offsign.nl,up,mastodon,2,43,6434,1613117796
social.matriphe.net,up,mastodon,2,160,2239,1668544817
social.poggiolo.org,up,mastodon,10,52,590,1671407157
social.mwknet.de,up,mastodon,2,17,458,1671418616
psych.hostdon.ne.jp,up,mastodon,1,1,1,1668904971
mastodon.arcepi.net,up,mastodon,1,115,4458,1668295330
mastodon.arch-linux.cz,up,mastodon,2196,14145,11523,1614098350
kitsunet.net,up,mastodon,67,921,9833,1612578270
social.starshipjennings.com,up,mastodon,3,37,2,1612578348
social.tigerstyping.com,up,mastodon,12,7248,3420,1647838008
idtech.space,up,pleroma,20,419,4817,1667906185
microblog.club,up,pleroma,11,557,6196,1670366699
diasp.de,up,diaspora,11718,149617,,1612585289
social.egalwaat.lu,up,mastodon,2,44,1653,1668904962
great-tusk.com,up,mastodon,6,2,8,1672030187
mastodon.boyfails.me,up,mastodon,2,43,186,1668775978
pubby.social,up,mastodon,2,112,850,1668856931
social.yolo.ventures,up,mastodon,1,0,1,1669175832
social.deko.yt,up,mastodon,3,29,352,1670337074
montessori-verein-kaltenweide.de,up,wordpress,2,5,,1642533315
social.sattvalife.ru,up,pleroma,9,45,570,1653983173
mastodon.ramble.moe,up,mastodon,1,53,6396,1668937869
m.zaatar.org,up,mastodon,1,2,1263,1670079024
mastodon.atx.actor,up,mastodon,1,2,2028,1670107995
social.moreati.org.uk,up,mastodon,1,17,752,1668477990
apocalypse.net,up,mastodon,2,21,1351,1669008016
pixelfed.tcjc.uk,up,pixelfed,4,4,2,1641294948
mastodon.knoll.moe,up,mastodon,1,0,48,1671411247
sns.minovsky.space,up,akkoma,1,100,3661,1669584280
follow.london,up,mastodon,4,4,1860,1669007490
mstdn.health,up,mastodon,7,96,5736,1668472558
nere.social,up,mastodon,1,6,0,1667890016
fedi.0x42.ch,up,friendica,1,3,1559,1668186892
mastodon.hexsix.me,up,mastodon,1,40,66,1647238811
pleroma.ztrl.de,up,pleroma,1,58,3597,1668471841
eh3.ca,up,friendica,0,0,0,1637058351
masto.geoffdunham.photo,up,mastodon,2,17,943,1671575446
social.synerate.com,up,mastodon,2,4,73,1671371044
guerrillagardening.club,up,mastodon,1,82,1038,1652003939
gigsak.social,up,mastodon,3,2,1170,1668187208
tallulah.fi,up,mastodon,3,186,2425,1667552944
9kb.me,up,mastodon,674,173777,7926,1612578270
babyfurs.social,up,mastodon,60,479,839,1668778623
mastodon.replacementhipster.com,up,mastodon,6,158,3415,1668935870
mastodon.im,up,mastodon,214,7659,3437,1614700437
fedi.gemlog.ca,up,mastodon,1,0,641,1657179961
pilote.me,up,mastodon,4,280,3808,1668904952
pic.snug.moe,up,pixelfed,51,130,264,1659187369
pool.social,up,mastodon,4,11,1053,1670448451
misskey.mii.codes,up,misskey,5,164,1925,1669129780
beach.city,up,mastodon,141,182926,19185,1612578269
palm.weboslives.eu,up,pleroma,2,5,1013,1669018074
toot.d3fc0n.one,up,mastodon,2,2,1201,1646268451
roleplaycastle.com,up,mastodon,1,2,566,1672048754
social.spaceint.fr,up,mastodon,18,283,788,1653254270
fediverse.omaramin.me,up,akkoma,1,150,7909,1669099810
independent-media.co.uk,up,mastodon,130,2410,4794,1668632264
mastodon.vandevoor.de,up,mastodon,2,78,753,1668904961
mostlychris.net,up,mastodon,2,49,1238,1670020575
tvitero.com,up,mastodon,55,6351,2646,1612578270
s.ourneu.space,up,mastodon,95,1205,9,1667309019
isp.datanerd.se,up,mastodon,4,8,1552,1667954255
tusk.foofus.com,up,mastodon,3,1,13,1669116270
spezi.social,up,mastodon,5,534,6371,1667906182
social.main-angler.de,up,mastodon,8,227,9166,1634939136
px.rick.gr,up,pixelfed,1,53,204,1651262578
reality2.social,up,mastodon,2,19,2144,1670094629
www.warmonger.de,up,wordpress,1,353,,1643380123
freemasonry.social,up,mastodon,169,237,3154,1668384511
toots.jimblimey.com,up,mastodon,1,424,2962,1670361973
mimmoth.hyperborea.org,up,mastodon,1,1,303,1671312295
mastodon.rehtiniko.xyz,up,mastodon,2,1,173,1669616565
mastodon.quietorbit.de,up,mastodon,2,0,206,1671667698
social.koehler-klm.de,up,misskey,3,9,936,1660882858
code4lib.social,up,mastodon,159,14585,12533,1612578266
pleroma.mnko.info,up,pleroma,1,3295,4650,1612578270
pixelfed.mrak.at,up,pixelfed,2,142,154,1671521995
outrider.xyz,up,pleroma,1,11,3001,1614780264
mooe.cc,up,gotosocial,8,18,0,1671916727
social.prometheus.quest,up,mastodon,2,4,1351,1668098991
masu.kaiba.one,up,mastodon,1,0,2339,1668998502
disabled.social,up,mastodon,2289,53568,11578,1667883830
cloudland.social,up,mastodon,1,0,755,1671772310
pixelfed.kollar.cloud,up,pixelfed,2,15,3,1652445097
celt.social,up,mastodon,16,335,3438,1667407520
gts.todayiwilllaunchmyinfantsonintoorbit.com,up,gotosocial,1,79,224,1668172801
en.knubbel.me,up,gotosocial,2,12,37,1669644487
www.velcro-city.co.uk,up,wordpress,14,845,,1669142061
social.kittenapproved.com,up,mastodon,2,10,161,1669500283
greenfield.social,up,mastodon,6,90,2438,1670001179
prehospitalcare.app,up,mastodon,2,2,130,1670005098
toot.chx.ovh,up,mastodon,4,123,2040,1668093657
tf.masto.host,up,mastodon,2,2,590,1621610451
atomicpoet.org,up,pleroma,2,563,11526,1667283635
faithcollapsing.com,up,mastodon,6,7547,8671,1612578265
mastodon.slightlycyberpunk.com,up,mastodon,8,7394,4524,1616708075
social.marrok.top,up,pleroma,1,0,1878,1669232618
social.aro.lol,up,gotosocial,6,25,2,1669425726
plrm.biboumail.fr,up,pleroma,1,3,1181,1668905975
orionfoundation.masto.host,up,mastodon,2,4,228,1636240469
toot.quantentoast.de,up,mastodon,2,1,41,1668749325
mast.dragon-fly.club,up,mastodon,1923,96863,8922,1612578348
bslounge.com,up,mastodon,2,47,3368,1668398746
anonsys.net,up,friendica,164,11340,22370,1612578270
mstdn.strafpla.net,up,mastodon,7,894,7459,1668904971
friends.communitynetwork.us,up,,0,0,0,1668985354
peoplemaking.games,up,mastodon,2415,43372,17711,1651064566
plumes.io,up,mastodon,11,465,2119,1667993138
pub.twink.blog,up,mastodon,1,31,1301,1671226795
social.kejadlen.dev,up,akkoma,1,242,5321,1667206438
mastodon.gomer.xyz,up,mastodon,3,6,2227,1667697559
mastdon.orapp.net,up,mastodon,1,3,464,1671994386
periscope.numenaute.org,up,peertube,6,5,,1612578348
toot.dragon2611.net,up,mastodon,3,873,5000,1667081485
furby.dev,up,mastodon,1,0,942,1668905999
mastodon.calciumsigma.com,up,mastodon,7,40,3131,1671614120
fedi.ml,up,friendica,0,0,0,1627438916
podlibre.video,up,peertube,3,10,,1622316990
socia.dev,up,mastodon,1,65,7433,1612578270
social.literarymachin.es,up,gotosocial,1,2,9,1669590753
social.dilavni.com,up,pleroma,7,19,113,1651102138
blooming-land.icu,up,mastodon,99,6833,1348,1669256087
mastodon.billybradley.uk,up,mastodon,1,0,6,1612578347
podworko.5edf.pl,up,friendica,0,0,0,1668253710
z.je,up,mastodon,5,7,4137,1668480706
mastodon.ody.si,up,mastodon,2,178,3803,1612578348
toot.krivokuca.dev,up,mastodon,2,148,9649,1667584128
oh.holybutts.com,up,mastodon,1,5,565,1668748094
social.dirigibly.ltd,up,pleroma,1,2,84,1669597824
videos.side-ways.net,up,peertube,2,17,,1612578345
mastodon.jakelazaroff.com,up,mastodon,1,0,4,1671865182
chat.qca.net,up,mastodon,1,3,269,1670041300
thetake.zone,up,mastodon,1,34,2395,1668790509
aut.social,up,mastodon,199,1955,6538,1667369544
xavier.ooo,up,mastodon,1,1,25,1671456228
noeldemartin.social,up,mastodon,1,428,7525,1612578268
mastodon.comwork.io,up,mastodon,32,881,8612,1667352286
procydon.net,up,mastodon,3,59,405,1668904971
ischool.social,up,mastodon,15,799,9451,1612578266
fediverse.speckledmonkey.com,up,mastodon,1,156,3676,1667626230
wiir.libtar.de,up,akkoma,3,14,7090,1669178968
worldsinminiature.com,up,wordpress,1,55,,1667261604
dkwall.social,up,mastodon,2,9,834,1668981453
haxnpen.com,up,mastodon,4,83,750,1668981453
wieners.lol,up,mastodon,7,180,6227,1668285222
social.lightlyseared.online,up,mastodon,1,2216,6347,1652022280
pleroma.tiure.im,up,pleroma,2,80,975,1651959737
sin.tyaku.com,up,mastodon,7,6996,6693,1612578271
social.lifetime.academy,up,mastodon,2,20,190,1619639202
ambercons.masto.host,up,mastodon,23,148,965,1612578270
eientei.org,up,pleroma,89,42710,9962,1627769053
mastodon.wentam.net,up,mastodon,2,3,4951,1668471314
social.luca0n.com,up,pleroma,1,4,1099,1614423774
baum.social,up,mastodon,2,0,446,1612579380
ounse.hanntac.net,up,funkwhale,2,,,1667927541
mastodon.tudgwal.fr,up,mastodon,5,490,1217,1667856190
toot.diglet.ca,up,mastodon,8,12,711,1667962530
social.wesk.tech,up,pleroma,1,41,1244,1668847584
