hostname,state,software,user_count,note_count,peer_count,discovered_at
lightx.org,up,mastodon,1,433,9207,1669062998
tootnet.nl,up,mastodon,3,2,9,1669615222
home.nullmc.xyz,up,mastodon,1,4,2,1675527173
ezpass.news,up,mastodon,2,0,5,1673687590
mastodon.lescommuns.org,up,mastodon,12,108,2823,1673569327
mastodon.interzone.tw,up,mastodon,1,30,3492,1667721717
social.codi.moe,up,pleroma,1,1,920,1669038046
blog.dueckert.eu,up,wordpress,1,44,,1667280529
social.sebastienmaret.net,up,mastodon,4,9,21,1668904961
toot.kabadesu.ch,up,mastodon,2,74,3716,1671183179
social.aa.net.uk,up,mastodon,2,22,562,1675873376
mstdn.sastudio.jp,up,mastodon,2,158794,1148,1612578268
misaka.chat,up,mastodon,2,159,3155,1668059108
social-test.sunet.se,up,mastodon,32,38,69,1668623599
disequilibrium.org,up,pleroma,1,21,379,1671687239
mastodon.pinewoodroad.net,up,mastodon,1,633,1980,1672193606
mastadon.thelibrary.social,up,mastodon,6,6,742,1669101049
yasaiseikatsu.net,up,mastodon,6,18993,249,1612578347
pfadi.social,up,mastodon,11,291,4601,1655669108
aperture.ink,up,mastodon,5,1,695,1650998319
curttech.com,up,mastodon,1,623,5809,1672535695
weremember.social,up,mastodon,36,746,5985,1668375647
evil.social,up,calckey,57,2706,50462,1636269592
timmymcb.social,up,mastodon,1,5,2,1675205116
m.leskowsky.net,up,mastodon,2,60,2068,1673628608
weewee.social,up,mastodon,1,14,2167,1671214574
martin.farrent.de,up,mastodon,1,0,130,1673140845
fedi.snepi.space,up,akkoma,3,904,7826,1667614772
wilddog.hendikins.id.au,up,mastodon,2,77,1262,1668042321
soc.ironwyn.ch,up,mastodon,4,771,3408,1675625533
tusky.maildog.ru,up,mastodon,5,87,473,1636373201
netmynd.org,up,mastodon,3,70,1723,1670929173
loputozirak.ddns.net,up,mastodon,1,1978,4555,1667847138
mstdn.ything.xyz,up,mastodon,1,737,7285,1671417390
peer.tube,up,peertube,8,1615,,1612578345
mastodon.kelvsyc.com,up,mastodon,1,49,5840,1671052301
tech.gillyb.net,up,writefreely,1,4,,1669708084
mastodon.compositecomputer.club,up,mastodon,225,627093,4268,1612578269
toots.toby.ink,up,mastodon,4,399,4823,1672160540
toot.pyxel.cloud,up,mastodon,1,3,1570,1648961901
mastodon.mikemcquaid.com,up,mastodon,1,27,1158,1673539451
yord.social,up,mastodon,1,1,286,1676092109
mastodon.gole.tz,up,mastodon,1,20,1617,1675538138
tweep.club,up,mastodon,3,18,6616,1667786445
herthafans.de,up,mastodon,2,9,5244,1668037474
social.fuzzyoverlords.org,up,mastodon,4,676,6847,1667715658
ingwie.me,up,mastodon,1,70,5768,1652661194
social.schmarrn.dev,up,gotosocial,2,12,95,1670531059
toot.jascha.wtf,up,mastodon,2,1433,5863,1668107689
nitalia.uno,up,mastodon,2,7,561,1673766136
sysadmins.zone,up,mastodon,1,88,7740,1650940234
douban.city,up,mastodon,88,7487,6574,1612578267
social.qunn.eu,up,akkoma,7,818,4982,1644162354
mastodon.paftech.se,up,mastodon,2,12,1158,1667604468
frogdrool.net,up,mastodon,4,819,48300,1669791625
fr.osm.social,up,,129,1979,3610,1612578271
mcr.wtf,up,mastodon,131,2336,5722,1668440958
stream.thibug.net,up,,1,9,0,1669064516
fedii.xn--n3haa.ws,up,mastodon,2,2,4,1675503603
mastodon.yurialbuquerque.dev,up,mastodon,46,2875,7638,1668816407
ellie.chat,up,mastodon,1,1,1007,1626834769
ippandon.hopto.org,up,mastodon,12,56479,4464,1612578268
zerosync.net,up,mastodon,1,7,1116,1675741964
dnk.todon.de,up,mastodon,1,1,2698,1670256151
cromulent.social,up,mastodon,6,108,4949,1667541886
