hostname,state,software,user_count,note_count,peer_count,discovered_at
ru.vivaldi.net,up,wordpress,3,285,,1669409650
hidamari.apartments,up,pleroma,6,20118,8692,1628561849
seditio.fr,up,mastodon,49,63,884,1612578267
live.enby.space,up,,1,6,0,1646853582
social.masto.land,up,mastodon,10,854,1733,1669590072
soc.nes.sh,up,mastodon,2,1,788,1668770779
social.macer.life,up,mastodon,1,68,2689,1671405174
m.hxbus.net,up,,291,75476,2553,1612578270
mastodon.xsoftware.it,up,mastodon,1,2297,4747,1652925235
rotes.potsda.mn,up,Mobilizon,52,285,,1649156582
s.eksb.net,up,mastodon,3,60,1314,1651337705
mastodon.kaiserflur.de,up,mastodon,2,282,3024,1612578268
surgeons.social,up,mastodon,2,1,804,1671624447
ma.rtyn.berlin,up,gotosocial,1,0,16,1668105284
komuna.digital,up,mastodon,67,1621,5055,1669310017
federated.glacier.dog,up,mastodon,35,2898,5971,1626352210
mastodon.underworld.fr,up,mastodon,98,2836,7610,1612578270
social.ronetcloud.com,up,mastodon,2,0,6875,1667227355
mastodon.ff-sec.eu,up,mastodon,1,4,870,1671342259
social.optimus.ovh,up,mastodon,1,152,4282,1669490033
masto.98degrees.co.uk,up,mastodon,1,287,3856,1668042229
xscape.top,up,pleroma,196,2477,2988,1669383756
kiran.dog,up,mastodon,2,298,1500,1668232811
social-qa-2.hackerspace.pl,up,mastodon,2,5,86,1668707758
don.arctus.ml,up,mastodon,2,1,147,1671315107
aliensoup.social,up,mastodon,3,52,2514,1668242050
diaspodon.fr,up,mastodon,240,135207,14963,1612578269
bookwyrm.social,up,bookwyrm,7150,220401,3202,1612578269
xmsg.de,up,mastodon,1,1,774,1669138713
decentralis.social,up,mastodon,8,1189,5426,1668851052
mastodon.ericlathrop.com,up,mastodon,1,1108,9279,1612578266
constellati.one,up,mastodon,16,118,745,1669054784
social.zerojay.com,up,akkoma,1,197,6989,1612578442
pxl.mxhdr.net,up,pixelfed,1,194,446,1612578707
pleroma.lokean.org,up,pleroma,5,223,3622,1612578267
veenus.art,up,pleroma,78,11505,7207,1612578270
t7zfj2fxlsuswwogwmw45qghqd7vdjxp32hq2qosc3hdpfeiwpq34cqd.onion,up,mastodon,0,0,7,1670873876
bush.twilight.garden,up,pleroma,1,1,290,1668840486
write.fimidi.com,up,writefreely,25,151,,1652298751
joinmirage.online,up,friendica,29,1750,167,1639651999
neko.academy,up,mastodon,11,20,2255,1671423120
mastodon.schnuffle.de,up,mastodon,1,27,1450,1667093328
yeg.bike,up,mastodon,11,349,4086,1670476288
haskell.social,up,pleroma,36,100,2656,1612578266
fedi.monsternesslo.ch,up,pleroma,2,0,480,1669046226
troet.es,up,mastodon,2,81,1968,1667292822
snek.cafe,up,pleroma,4,3,182,1667981710
another.cymru,up,mastodon,3,20,2548,1670090677
homothrive.com,up,mastodon,1,3,163,1669419045
burgetts.net,up,pleroma,11,53,70,1614098233
social.gerwitz.com,up,akkoma,2,258,6752,1669418764
fairy.id,up,mastodon,205,56395,10037,1644249296
xiii.ch,up,pleroma,12,1208,3342,1628951172
mastodon.laborluzern.ch,up,mastodon,7,4,124,1670426590
federated.press,up,mastodon,1790,10643,8680,1667840655
m1.minorthoughts.com,up,mastodon,2,75,5482,1668865669
dosgame.club,up,mastodon,40,8967,11210,1650982825
mstdn.04.si,up,mastodon,7,60,116,1659785617
social.boritsch.de,up,mastodon,1,146,7015,1612826714
startrekdiscussionboard.blog,up,mastodon,2,5,146,1671445354
bitcointv.com,up,peertube,116,4559,,1619741437
awp.news,up,mastodon,2,547,67,1669223835
