hostname,state,software,user_count,note_count,peer_count,discovered_at
cyberhideaway.online,up,mastodon,10,1617,7087,1668727866
noncorporate.network,up,mastodon,5,81,4705,1668699148
mastodon.evolix.org,up,mastodon,11,1932,8431,1612578270
jvm.social,up,mastodon,89,641,5788,1669665351
lebe.gg,up,mastodon,1,14,4579,1651004483
toot.pt,up,pleroma,17,1022,9362,1612578266
imker.social,up,mastodon,3,5,394,1671263274
social.auc.edu.au,up,mastodon,1,18,848,1674980853
dulc.es,up,mastodon,4,195,8138,1671051166
luri.ca,up,writefreely,9,35,,1667187766
sensibleowl.social,up,mastodon,2,46,1096,1666952881
social.grimneko.de,up,mastodon,17,9712,11637,1612578268
m.campfi.rs,up,mastodon,5,559,1083,1672931091
is.badat.dev,up,akkoma,15,32193,14462,1612578266
courbet.social,up,mastodon,24,134,2210,1671397920
friendica.gidikroon.eu,up,friendica,6,1247,8925,1628912036
peertube.ifwo.eu,up,peertube,3,19,,1638190853
mastodon.berton.me,up,mastodon,2,17,711,1612578348
relay.lazylabs.co,up,activityrelay,1,0,,1667809489
fed.munster.dev,up,gotosocial,1,35,232,1669164413
imjust.one,up,mastodon,2,5,4940,1676853249
montessori-verein-kaltenweide.de,up,wordpress,2,6,,1642533315
toot.roguecycle.net,up,mastodon,6,54,58,1680074854
lectura.social,up,bookwyrm,61,6847,417,1670796459
silvan.cloud,up,mastodon,4,3928,9885,1667974294
mastodon.land,up,mastodon,30,327,7247,1612579013
social.miwil.com,up,mastodon,1,0,95,1669578406
vrnd.network,up,mastodon,16,228,44,1678810646
rls.social,up,mastodon,65,3823,14452,1667551322
mastodon.highteq.net,up,mastodon,3,122,4523,1668986958
m.pufferzone.racing,up,mastodon,1,26,2753,1675064666
route66.social,up,mastodon,13,185,3580,1612578268
projectmushroom.social,up,mastodon,9367,32589,,1668572864
mo.tt,up,mastodon,1,32,1932,1667724034
mastodon.janstenpickle.io,up,mastodon,1,16,4205,1667852079
tsellhorn.social,up,mastodon,1,0,19,1677004954
social.ridetrans.it,up,mastodon,242,27803,13218,1667032699
kadono.moe,up,pleroma,1,4,1282,1612578267
social.nofftopia.com,up,mastodon,177,10222,20137,1612578270
abolition.online,up,mastodon,17,1219,2815,1612578348
crosspage.nl,up,mastodon,8,468,866,1672719935
ramshackle.town,up,mastodon,5,48,3454,1612578713
hacker.convoca.la,up,gancio,7,129,,1645733045
rukii.net,up,mastodon,6,1951,14283,1670107995
social.nihilum.space,up,pleroma,1,1,69,1669837264
mastodon.karrmedia.com,up,mastodon,1,1,455,1668935418
social.emfcamp.org,up,gotosocial,2,2,624,1668778071
vivatucson.net,up,mastodon,1,6,633,1675029933
notes.telmina.com,up,writefreely,1,800,,1619633797
fennec.town,up,akkoma,1,31,3437,1679307101
social.goip.de,up,mastodon,2,80,2982,1612578348
tube.cnr.it,up,peertube,9,186,,1642258759
fedi.404oops.com,up,mastodon,2,79,660,1668904975
social.boiledscript.com,up,misskey,19,1150,7618,1635772930
chahut.social,up,mastodon,8,143,6337,1674725429
soundcafe.nl,up,mastodon,5,419,3588,1612578266
bots.rumiancev.com,up,mastodon,4,5427,9137,1668910135
mastodon.star-one.org.uk,up,mastodon,25,1827,8589,1612578347
e.com.pk,up,mastodon,17,29,10,1674666853
seawolf.rocks,up,mastodon,4,8,1277,1669055430
idf.social,up,mastodon,145,13091,14483,1612578270
ganesha.social,up,mastodon,1,6,5481,1674862472
owncast.svc.0x0a.network,up,,1,28,0,1675435630
maddypa.ws,up,mastodon,1,2937,4445,1612578268
moth.social,up,mastodon,3757,12366,13326,1671693455
mastodon.dbfmradio.org,up,mastodon,3,100,4266,1668573580
mastodon.pointless.net,up,mastodon,2,323,8087,1612578266
rblx.live,up,mastodon,80,128,1468,1671477596
mastodon.f12n.de,up,mastodon,9,242,2470,1612578780
social.atho.me,up,mastodon,2,2,1300,1665796333
elb.cloud,up,mastodon,3,328,4085,1612578387
social.lostinok.com,up,mastodon,1,636,6337,1671215795
s.yelvington.com,up,mastodon,3,2861,12692,1667832681
masto.dsoc.io,up,mastodon,3,1,161,1678563707
blog.steveasleep.com,up,writefreely,1,21,,1669363658
pleroma.viridianpatriots.com,up,akkoma,19,8856,10472,1645826705
social.middleearth.fr,up,pleroma,1,1669,7757,1643042620
social.ariona.fr,up,pleroma,1,1857,6420,1612578268
fr.readthefinemanual.net,up,friendica,0,0,0,1646019596
theden.gay,up,mastodon,1,4,1687,1674105503
pleroma.magicvoidpointers.com,up,pleroma,3,6,33,1681684511
underwear.social,up,mastodon,9,851,4626,1669609362
linguists.social,up,mastodon,31,93,1289,1668481909
photos.cookiefan.club,up,pixelfed,1,2024,628,1669837264
nashvillecomedy.social,up,mastodon,1,1,8,1677659933
social.p0d.fr,up,mastodon,1,1,382,1673869744
s-t.club,up,mastodon,49,8136,1051,1651168158
pl.fediverse.pl,up,pleroma,30,3877,15646,1624749956
m.luvz.me,up,mastodon,3,763,547,1644467046
agora-thinktanks.social,up,mastodon,5,1,385,1677683116
