hostname,state,software,user_count,note_count,peer_count,discovered_at
social.abwesend.com,up,mastodon,3,95,2406,1667775806
tootr.co,up,mastodon,8,331,3798,1668396226
m.t-inagaki.net,up,mastodon,1,1,1,1669595181
m.gordyf.com,up,mastodon,1,14,866,1671608566
m.baldhead.be,up,mastodon,1,101,2630,1668469297
oldbytes.space,up,mastodon,668,137772,20150,1612578268
matthewgall.chat,up,mastodon,1,211,2701,1612578268
social.jaredzimmerman.com,up,mastodon,2,483,5702,1669396259
petrolkorps.cc,up,pleroma,1,1,492,1667449106
toki.social,up,mastodon,514,7681,6800,1633942501
werm.world,up,mastodon,3,133,2140,1671158170
social.jorisgutjahr.eu,up,gotosocial,1,101,190,1664134550
bluntbangs.com,up,mastodon,1,25,331,1670578722
eggy.app,up,mastodon,3,13,5243,1669005302
ki4xatrgrpzcccczrjvtj3ucaytoaxi3wrnwnqrlyzckzqhc7uqvxiad.onion,up,mastodon,0,9,25,1644914515
mstdn.litschner.com,up,mastodon,2,34,1488,1670326152
pleroma.thebitpros.com,up,pleroma,1,12,2623,1661749288
edchat.social,up,mastodon,3,6,2484,1669540214
social.gtaconnect.net,up,mastodon,5,53,789,1669615222
dissome.com,up,,6,11,16,1669014095
begovoy.social,up,mastodon,9,1024,2765,1641933444
mastodon.nealgroothuis.name,up,mastodon,1,0,723,1669615222
tenpl.us,up,mastodon,2,21467,1085,1669177589
docviper.de,up,mastodon,2,866,7304,1667345479
social.stallman.au,up,mastodon,1,1,218,1660564875
kicou.info,up,mastodon,2,3002,9816,1612578267
social.beepboop.ga,up,pleroma,2,95810,9967,1612578268
subversive.zone,up,mastodon,68,25839,13076,1612578267
mastodon.danp.net,up,mastodon,1,41,2104,1667602458
socialghost.org,up,mastodon,1,13,2063,1669064515
peertube.scyldings.com,up,peertube,14,16,,1632432386
sunrise.social,up,mastodon,3,307,529,1671674554
mstdn.ryutoto.com,up,mastodon,1,7,1017,1639647838
mastodon.schoentoon.com,up,mastodon,1,463,5424,1612578268
borgsocial.org,up,mastodon,3,33,2768,1667843995
mstdn.thms.uk,up,mastodon,1,741,7443,1668220433
beefyboys.win,up,pleroma,70,46057,10236,1649244520
social.frith.dev,up,mastodon,1,32,2311,1667920327
social.vermona.com,up,mastodon,2,0,251,1669433996
fullofwords.com,up,wordpress,1,77,,1667877979
mastodon.schaal-server.de,up,mastodon,1,111,4367,1668955582
themuscle.farm,up,mastodon,3,13,857,1671742550
mastodon.craftingcomrades.net,up,mastodon,4,15,1127,1670178309
s.awoo.dev,up,akkoma,10,251,4691,1651195847
www.allencompassingtrip.com,up,Denali,1,4014,,1669615222
jaxbeach.social,up,mastodon,37,98,2035,1669209225
biblion.refchat.net,up,peertube,3,143,,1619084968
pix.josh.tel,up,pixelfed,1,93,233,1670147550
porkribs.social,up,mastodon,8,196,5682,1668843323
video.graine-pdl.org,up,peertube,6,149,,1625100186
misskey.04.si,up,misskey,591,72001,4737,1650040965
troll.social,up,mastodon,9,4,381,1668944956
coltivareombre.noblogs.org,up,wordpress,1,17,,1671586797
brig.gs,up,mastodon,5,0,1,1668904985
friendica.erabo.de,up,friendica,1,124,21146,1667236237
mastodon.delic.fi,up,mastodon,1,2,567,1672179300
ark.misskey.online,up,misskey,3,28,542,1652809857
testing.knova.net,up,akkoma,1,27,3717,1672628592
miss.mouse.services,up,misskey,20,9833,8579,1650330773
tucidide.me,up,writefreely,1,2,,1669903068
kitch.win,up,mastodon,7,260,1348,1612758447
unnerv.jp,up,mastodon,234,1135345,7658,1612578269
people.unfoo.net,up,akkoma,5,46,4190,1667662738
tube.saumon.io,up,peertube,2,3209,,1612578348
cubalibre.social,up,mastodon,7,1919,2551,1668512636
thepathbegins.social,up,mastodon,1,0,1162,1667855850
robertwrose.com,up,wordpress,2,460,,1667896065
social.zlma.org,up,mastodon,2,72,4577,1671335717
universeodon.com,up,mastodon,69052,809097,16518,1667629108
mastodon.grants.cafe,up,mastodon,18,681,6017,1656038174
comerocudequemestalendo.com,up,mastodon,15,2881,2430,1667400275
allforall.network,up,pleroma,2,24,1461,1669459107
social.wildparadox.com,up,mastodon,1,33,3022,1668060702
blan.cc,up,mastodon,2,3,469,1672837736
spd.social,up,mastodon,48,622,4386,1650624040
ascyltos.social,up,mastodon,3,42,1371,1671059073
idiomdrottning.org,up,pleroma,6,11278,9565,1612578268
cornichon.me,up,mastodon,22,5889,14257,1612578268
www.leepotts.net,up,wordpress,1,3865,,1652809260
quiet.town,up,mastodon,2,63,1982,1671364489
saskodon.ca,up,mastodon,1,16,1711,1669009511
zalem.city,up,pleroma,1,0,1248,1661959738
fediverse.science,up,mastodon,7,168,6008,1669756710
sieweke.social,up,mastodon,3,1,483,1668359252
fedi.themystrd.zone,up,gotosocial,1,6,80,1670416275
mastodon.stevijo.me,up,mastodon,1,1,4098,1668230863
pic.snug.moe,up,pixelfed,55,130,264,1659187369
minds.excession.llc,up,mastodon,2,10,1415,1667562471
fedi.functionalprogramming.in,up,gotosocial,4,6,25,1667983443
neonflux.city,up,mastodon,1,6,4660,1653161003
schaumo.de,up,mastodon,2,1,537,1671474227
emancipe.es,up,pleroma,4,5,357,1665881954
dodam.io,up,mastodon,7,191,340,1667944871
ill.moe,up,pleroma,2,268,2694,1668198400
tailored.social,up,mastodon,2,128,5144,1668107499
social.robertwgehl.org,up,hometown,1,14,594,1618282864
mastodon.dntsk.dev,up,mastodon,2,22,771,1669714620
eletusk.club,up,mastodon,2271,2194181,6058,1612578269
valenciapa.ws,up,mastodon,10,796,4325,1670366493
www.lustaufleben.at,up,wordpress,2,4,,1633115023
mastodon.islay.social,up,mastodon,2,35,2195,1669584359
loves.reisen,up,akkoma,2,95,5573,1617787505
mastodon.johnnybegood.fr,up,mastodon,7,66,5533,1669724849
social.thearchitects.world,up,mastodon,2,13,6205,1668618708
fedi.corriveau.ca,up,mastodon,1,0,2488,1667965059
vecinos.fi,up,mastodon,6,107,1198,1668543284
touiterre.ethibox.fr,up,mastodon,6,30,1145,1671361389
follow.schmaller.de,up,friendica,0,0,0,1635039653
schleswig-holstein.social,up,mastodon,20,99,1843,1667461944
tooot.im,up,mastodon,3014,364154,21781,1612578266
mastodon.denaliblue.com,up,mastodon,2,0,0,1635728432
mastodon.distos.org,up,mastodon,1,3,1457,1669639334
socialwith.us,up,mastodon,3,9,1190,1672116425
ozhika.me,up,mastodon,78,13583,7517,1612578268
fedi.snepi.space,up,akkoma,3,557,6543,1667614772
buidler.social,up,mastodon,3,1,15,1671032472
mast.yurec.online,up,mastodon,1,34,999,1661106542
fnya.ggtea.org,up,mastodon,7,2150,1972,1612578268
mastodon.unirep.io,up,mastodon,5,23,3486,1671397235
alis.me,up,wordpress,4,5407,,1612578268
sliek.social,up,pleroma,1,12,1501,1669532465
reseau.innooo.fr,up,mastodon,368,288,570,1612578347
mastodon.jibby.org,up,mastodon,1,0,1233,1612578442
mastodon.nordgedanken.dev,up,mastodon,1,583,3120,1621808012
frameperfect.space,up,mastodon,30,235,2463,1668223143
twitchfr.social,up,mastodon,67,481,4745,1668077246
social.rocketeer.be,up,gotosocial,1,27,98,1667902144
growers.social,up,mastodon,9,836,8409,1667812359
chillout.day,up,mastodon,2,86,1637,1669502215
social.hyteck.de,up,gotosocial,2,44,124,1667227905
mastodon.hawaga.org.uk,up,mastodon,1,296,7508,1667770133
social.kjv.online,up,friendica,0,0,0,1612578348
social.zerojay.com,up,akkoma,1,526,9015,1612578442
mastodon.civilitas.io,up,mastodon,1,4,1495,1668030715
pounced-on.me,up,mastodon,173,51658,14931,1612578270
wired.icu,up,pleroma,3,1,157,1672456773
rapadura.site,up,mastodon,5,9,712,1670472974
bird.gensokyo.info,up,birdsitelive,3,0,,1672769806
mastodon.pettitservers.com,up,mastodon,3,42,4672,1671157339
techfieldday.net,up,mastodon,31,809,6528,1668788089
m.servperso.net,up,mastodon,5,270,7600,1667070830
postblue.social,up,mastodon,5,124,2854,1670097530
cornerbooth.chat,up,mastodon,5,192,4679,1668297440
pl.craftplacer.moe,up,pleroma,4,3275,6345,1620640367
social.pi.vaduzz.de,up,mastodon,1,2,725,1671575446
fedi.tesaguri.club,up,pleroma,69,17298,8309,1612578269
social.cowdrey.net,up,mastodon,1,1,1743,1669407956
mastodon.quiros.cat,up,mastodon,1,0,303,1671680409
chatz.nl,up,mastodon,5,119,7185,1668285222
social.polynom.me,up,pleroma,2,13,2533,1668361015
mastodon.niwatori.cyou,up,pleroma,1,0,133,1669274879
pixelfed.kollar.cloud,up,pixelfed,2,15,3,1652445097
whiteside.social,up,mastodon,1,8,1118,1671608566
cheeseburger.social,up,mastodon,61,2311,10829,1654914857
