hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.floss-marketing-school.com,up,mastodon,1,167,2682,1612578267
mastodon.hors.zone,up,mastodon,2,18,1482,1670215159
noisemakerbot.social,up,mastodon,1,1438,1421,1665369743
mastodon.grozav.dev,up,mastodon,2,443,8296,1667989381
pastafaristes.fr,up,mastodon,4,1922,4094,1669648892
social.taupehat.com,up,mastodon,3,2051,7302,1667997873
akkoma.vector1.dev,up,akkoma,4,1172,6760,1671036605
mastodon.sbpk.fr,up,mastodon,4,189,3428,1630324055
knowingart.com,up,wordpress,1,2,,1636181192
mayheminc.win,up,mastodon,3,46,5362,1672188267
mastodon.hardcoredevs.com,up,mastodon,5,1093,8732,1667815276
birdsite.frog.fashion,up,birdsitelive,2015,0,,1651249149
hip-hop.social,up,mastodon,1,1,346,1677440582
social.tinh.at,up,pleroma,1,0,1089,1666903848
mastodon.retortillo.ink,up,mastodon,2,63,2896,1672506527
holme.social,up,mastodon,1,5,844,1676025873
m.bratpfannenberg.com,up,mastodon,2,70,2993,1667232387
mas.structuraltrauma.org,up,mastodon,3,317,5344,1668072706
pixelfed.lclsea.icu,up,pixelfed,2,47,0,1617612498
fed.tomd.org,up,mastodon,1,12,1439,1668089685
triumph.bikernod.com,up,mastodon,2,5,848,1669219881
owncast.wannabesql.synology.me,up,,1,4,0,1652866305
sns.kianting.info,up,pleroma,4,509,3807,1669830680
opaque.social,up,mastodon,5,37,3353,1635401667
shavedmammoth.social,up,mastodon,2,44,3384,1668264530
transforthe.win,up,mastodon,10,9,1636,1667718485
mastodon.webarch.org.uk,up,mastodon,4,26,1670,1668706461
hub.sfba.social,up,wordpress,6,6,,1673488813
patriciadrive.com,up,mastodon,13,145,656,1612578347
pedestal.social,up,hometown,5,255,2852,1673071258
kinky.business,up,mastodon,12193,341737,21840,1612578268
pleroma.monotremata.xyz,up,pleroma,1,1,3805,1614295199
pliocene.org,up,mastodon,9,335,179942,1667535151
hei.baby,up,mastodon,2,100,2036,1668945915
mastodon-swiss.org,up,mastodon,297,128,6275,1668511132
tomo.airen-no-jikken.icu,up,pleroma,1,3495,9556,1612578267
equel.social,up,mastodon,77,1262,13894,1669228497
wellcr.app,up,mastodon,1,13,831,1674000208
mstdn.home.neso.tech,up,mastodon,7,89027,5547,1612578269
wife.town,up,mastodon,1,769,8034,1625514340
gleaminf.hostdon.ne.jp,up,mastodon,5,12,17,1668808199
social.kghorvath.com,up,mastodon,2,27,5287,1612578270
mastodon.hochschule-trier.de,up,mastodon,9,68,2347,1673868914
cadiz.ovh,up,mastodon,83,650,1506,1669508378
gamebubble.eu,up,mastodon,3,10,2253,1669780456
social.opendesktop.org,up,mastodon,1261,3690,7483,1612578346
kinney.social,up,mastodon,1,1,1562,1676169998
mastodon.m1234.de,up,mastodon,7,14,756,1672343897
pwbsoft.gay,up,mastodon,6,964,4411,1667603322
social.morgenroth.me,up,mastodon,2,43,2637,1612578345
www.nicebread.de,up,wordpress,1,59,,1667893362
mastodon.pseek.fr,up,mastodon,1,4,1464,1668359252
