hostname,state,software,user_count,note_count,peer_count,discovered_at
harry.friendnet.eu,up,wordpress,1,40,,1622006292
ptwg.xyz,up,mastodon,3,167,4176,1652819984
socel.net,up,mastodon,7505,86866,17148,1612578267
schnauzergang.online,up,mastodon,28,924,3802,1667783337
ricard.social,up,mastodon,3,575,5494,1666325128
pisino.it,up,mastodon,1,3,180,1669472141
joinfediverse.com,up,writefreely,1,3,,1667332975
mastodon.xn--9cs231j0ji.xn--p8s937b.net,up,mastodon,14,356,568,1667832681
mapf.net,up,wordpress,2,2,,1652162817
mastodon.keltruc.com,up,mastodon,1,0,1422,1667714824
pleroma.jarade-pieniek.nohost.me,up,pleroma,2,0,1535,1651180009
pleroma.dsocialize.net,up,pleroma,98,1805,4018,1617321561
mastodon.moonglade.net,up,mastodon,3,5,701,1668660732
pleroma.1d4.us,up,pleroma,35,3701,13265,1612578345
nebbia.fail,up,mastodon,220,87963,9605,1612578266
masto.thepit.space,up,mastodon,1,6,198,1670128886
sparkspace.online,up,mastodon,2,14,4569,1669107919
theway.social,up,mastodon,16,377,3974,1667993138
woem.space,up,akkoma,4,1587,6051,1667768479
learningdisability.social,up,mastodon,268,853,3478,1667902144
kfet.io,up,gotosocial,1,0,20,1668972759
mastodon.cyprin.me,up,mastodon,1,3,172,1668847584
wk3.org,up,diaspora,,,,1612585289
mastodon.globalmajority.online,up,mastodon,1,1,208,1667827837
tty0.social,up,mastodon,77,1849,6455,1667752422
kar.ly,up,mastodon,1,1,1959,1658181101
social.val-sans-retour.fr,up,mastodon,1,0,361,1669408662
oneworldweb.social,up,mastodon,6,4,4,1668759865
mstdn.myifn.de,up,mastodon,16,2181,6967,1612578267
friendica.andreaskilgus.de,up,friendica,0,0,0,1657060849
synthwave.social,up,mastodon,115,2221,6175,1668623599
social.shitposting.fr,up,mastodon,4,81,2275,1668447475
toot.the-cloud.io,up,mastodon,1,2,394,1668573835
rabbit.tel,up,mastodon,2,1040,6256,1651105968
politbird.twexodus.top,up,birdsitelive,8,0,,1667228276
cryptic.observer,up,mastodon,1,0,1035,1668359252
pleroma.stuebinm.eu,up,pleroma,1,717,3084,1614881379
