hostname,state,software,user_count,note_count,peer_count,discovered_at
zeroping.cc,up,mastodon,5,93,4782,1667004329
mastodon.cr,up,mastodon,346,38039,6908,1668416876
evilfactorylabs.social,up,mastodon,7,7,30,1669152624
2dev.de,up,mastodon,3,121,2301,1667693091
thinkinginsystems.online,up,mastodon,2,0,605,1616120178
troot.hathp.de,up,mastodon,5,8,1930,1672680788
amok.recoil.org,up,mastodon,6,211,5168,1667773392
social.demi-sec.org,up,mastodon,2,53,2124,1668001469
m.burzmali.com,up,mastodon,1,0,810,1671242727
social.comunmedia.com,up,mastodon,3,35,929,1669753798
cackle.doop.coop,up,gotosocial,2,0,1,1672521002
fintwit.world,up,mastodon,8,13,1121,1668998692
mastodon.room409.xyz,up,mastodon,3,192,6135,1650359682
social.sschnabe.eu,up,gotosocial,2,2,124,1671726940
forster.pro,up,mastodon,1,75,4298,1670184828
social.lily.flowers,up,mastodon,1,1,39,1672470617
social.gulas.ch,up,gotosocial,1,1,1,1673075545
rainbow.lol,up,mastodon,6,327,1007,1651472453
mastodon.pinewoodroad.net,up,mastodon,1,78,797,1672193606
mastodon.kimse-bg.de,up,mastodon,3,22,581,1668025284
chrisfried.com,up,mastodon,4,70,4755,1670846589
laminar.social,up,mastodon,4,9,3886,1667982482
hallen.kr,up,mastodon,3,27,4,1669837121
social.podnews.net,up,pleroma,2,216,3180,1668855496
social.apps.kanthi.io,up,mastodon,1,197,1831,1662581622
domo.cafe,up,pleroma,1,0,1775,1669532592
thecooltable.wtf,up,mastodon,40,1586,9239,1669414585
hobbiton.masto.host,up,mastodon,2,58,1248,1672591400
mastodon.gramschladen.de,up,mastodon,1,138,6610,1651077574
masto.bg,up,mastodon,190,1266,4350,1669817383
uuchten.lu,up,mastodon,2,82,6699,1662855106
pixel.cloud.nerdraum.de,up,pixelfed,2,35,10,1648091337
inconnu.uk,up,mastodon,1,14,1446,1651457283
ykzts.technology,up,mastodon,1,1360,7951,1612578269
mstdn.stuffat2106.xyz,up,mastodon,2,253,7603,1668026698
reve.land,up,mastodon,1,120,4234,1612578266
social.pyngu.com,up,mastodon,3,73,3604,1612578348
photos.convivialist-computer.club,up,pixelfed,12,210,5,1656500459
c.wtf,up,pleroma,18,9,1649,1672665070
pixel.aschwege.me,up,pixelfed,2,20,1,1631979835
mastodon.cipherbliss.com,up,mastodon,2278,63873,15868,1612578268
community.mastonl.nl,up,mastodon,5,468,1737,1667722590
p.tkw.fm,up,pleroma,1,15501,2595,1632035234
frootmig.net,up,mastodon,2,393,5192,1612578344
nalocal519.social,up,mastodon,9,965,2628,1634119705
m.indefinitely.social,up,mastodon,1,5,104,1672331331
social.cozytronics.com,up,mastodon,4,170,3497,1667003597
littleplanet.life,up,mastodon,1,5,2045,1668236182
paws.town,up,mastodon,2,3037,5390,1652076238
7rg.de,up,mastodon,3,31,2911,1612578346
m.staging.rip,up,mastodon,3,4,30,1672124680
pixelfed.eigenlab.org,up,pixelfed,5,184,0,1612578346
gaycatgirl.sex,up,mastodon,6,657,4020,1651049607
czinege.social,up,mastodon,2,21,222,1672153465
pl.buny.plus,up,pleroma,2,7,16,1668702534
mastodon.lhin.space,up,mastodon,9,416,6062,1635506737
audio-video.tech,up,mastodon,5,88,2387,1670356884
social.kernelpoppers.org,up,mastodon,5,7,703,1669008015
social.joshbayne.com,up,pleroma,1,16,5483,1669178968
ecocentraal.social,up,mastodon,13,13,1989,1667415279
oort.social,up,mastodon,1,40,596,1673043901
ozgurmaceracilar.com,up,mastodon,5,11,258,1663854433
social.iterna.de,up,mastodon,3,1,3083,1626804749
social.lambda.ski,up,pleroma,1,807,576,1669438646
lastlight.cafe,up,mastodon,1,11,1919,1652733657
friendica.hubup.pro,up,friendica,40,984,13801,1612578268
mentalhealth-masto.com,up,mastodon,7,1377,6761,1668288286
tv.duc.gay,up,,1,13,0,1668299223
bitfudge.com,up,mastodon,3,725,23675,1653790181
mastodon.danielsteinborn.com,up,mastodon,2,86,1754,1668531374
federated.hal.codes,up,mastodon,1,2,483,1672956119
don.homeofcode.com,up,mastodon,1,24,3,1673081370
mastodon.ehlo.world,up,mastodon,3,54,1866,1669448691
piano.masto.host,up,mastodon,880,3399,1559,1612578345
mastodon.zougloub.eu,up,mastodon,1,75,4165,1667842407
photodn.net,up,mastodon,1712,125538,12604,1612578266
masto.ford.id.au,up,,1,1,25,1612579015
mastodon.mcfood.org,up,mastodon,1,0,158,1669684216
jibun.club,up,mastodon,2,17,1798,1638083250
social.jugendhacker.de,up,gotosocial,4,736,299,1651277607
novo-atlantis.null.media,up,akkoma,7,4072,9028,1663048278
joshaustin.xyz,up,mastodon,1,90,2969,1671183179
rgv.social,up,mastodon,9,25,938,1668904971
mastodon.monigh.nl,up,mastodon,2,66,3254,1612578268
mastodon-test-1.cameko.org,up,mastodon,2,4,474,1668707758
nya.coffee,up,mastodon,20,31547,174,1629740011
sovereign.lgbt,up,mastodon,2,179,3015,1670054666
thewatercooler.cc,up,mastodon,5,9,447,1668797782
blumpus.com,up,mastodon,4,100,4315,1612578348
www.creativitydiagram.com,up,wordpress,2,0,,1670222063
mastodon.palewi.re,up,mastodon,8,1326,4556,1669836809
friendica.glasserholdings.eu,up,friendica,0,0,0,1667534968
bardown.space,up,mastodon,24,2690,5172,1667686357
fediverse.one,up,friendica,3,13167,20018,1640050129
hueck.social,up,mastodon,1,2,1077,1671472360
mastodon.shantih19.xyz,up,mastodon,6,105,1593,1649492503
social.0x2142.com,up,gotosocial,2,37,75,1669185544
social.ratliff.space,up,akkoma,1,1,2352,1671263566
social.jacobian.org,up,mastodon,1,418,8044,1666995058
heijmans.social,up,mastodon,1,17,2428,1668026334
p.ashiato45.net,up,pleroma,1,1028,805,1612578268
libre.video,up,peertube,15320,308539,,1612578266
social.esmailelbob.xyz,up,mastodon,1,2574,4210,1642013993
social.jaen-ho.de,up,mastodon,2,1,309,1671656429
social.perceptiveconstructs.com,up,pleroma,1,149,4063,1668361015
mastodon.goucher.edu,up,mastodon,64,326,153,1616511733
mastodon.mit.edu,up,mastodon,829,182491,17961,1612578269
abid.cc,up,pleroma,2,282,5542,1651972355
informationdrift.org,up,mastodon,1,45,2211,1669159205
delaeuforia.com,up,mastodon,5,7211,3097,1612578269
maple.social,up,mastodon,14,34,1497,1668107921
beef.moe,up,mastodon,8,439,4820,1614636484
hausi.social,up,mastodon,4,3,649,1667600829
social.goodanser.com,up,mastodon,4,185,4670,1653324152
7144.party,up,mastodon,334,21392,4389,1612578266
goev.social,up,mastodon,5,108,3347,1668476807
social.tille.ch,up,pleroma,15,26,1540,1612578266
louisderrac.com,up,wordpress,1,224,,1667290811
pixelfed.retronerd.at,up,pixelfed,2,7,6,1667415279
me.syslog.eu,up,mastodon,3,9,1603,1668904971
ist.social,up,mastodon,6,126,7013,1651180925
social.youarewrong.org,up,mastodon,3,1,2597,1612578348
polsci.social,up,mastodon,18,31,958,1669781753
