hostname,state,software,user_count,note_count,peer_count,discovered_at
social.sudduth.me,up,mastodon,1,2,888,1667847726
mastodon.li212.fr,up,mastodon,1,0,370,1667806530
mastodon.jaquanor.com,up,mastodon,1,35,654,1669146035
relay.witter.cz,up,activityrelay,1,0,,1668785526
stephen.party,up,pleroma,1,7,341,1669400018
m.bluem.io,up,mastodon,1,7,2206,1668474661
spragleknas.no,up,mastodon,1,129,1891,1667999989
elm.re,up,mastodon,2,19,1268,1668610794
videos.pair2jeux.tube,up,peertube,512,87936,,1612578270
m.ocsf.in,up,mastodon,3,2881,1350,1655948186
live.termer.net,up,,1,35,0,1664659716
butts.team,up,mastodon,17,23061,10818,1612578267
doesthings.online,up,mastodon,2,161,3636,1667954577
social.exozy.me,up,mastodon,11,4852,5707,1621812430
moppels.pics,up,pixelfed,2,2,1,1668303046
high.cat,up,mastodon,115,45804,11266,1612578269
sans.fun,up,mastodon,2,0,2022,1668912108
alien.insurrection.tech,up,mastodon,5,123,2054,1668042321
ffee.ooo,up,mastodon,3,17,13,1669943982
mastodon.dioxinet.com,up,mastodon,3,6,941,1669316517
makerspace.au,up,mastodon,2,10,259,1667898073
mastodon.mel.social,up,mastodon,7,134,1694,1668835985
cannabiscats.cafe,up,mastodon,3,13,2096,1669240145
mastodonian.online,up,mastodon,3,41,507,1669844621
slowest.network,up,mastodon,5,443,4633,1659573882
mstdn.xophoros.com,up,mastodon,1,20,2832,1669594110
dom.ke,up,mastodon,2,24,1304,1667655277
gotham.social,up,mastodon,2,6,2911,1668844653
social.manfre.net,up,gotosocial,1,64,91,1667728126
mastodon.mnte.ro,up,mastodon,2,1,121,1669305100
masto.pablofernandez.tech,up,mastodon,1,22,1188,1667038990
toot.metasyntactical.com,up,mastodon,2,2,1087,1669043177
mirwarso.de,up,mastodon,4,6,1942,1651277615
miyon.miyon.org,up,mastodon,3,16973,6898,1612578267
kysocial.org,up,mastodon,8,45,2792,1667756006
mastodon.kuylar.dev,up,mastodon,1,11,212,1668356388
forensicpsychiatry.social,up,mastodon,2,2,461,1667265908
pleroma.microblog.se,up,pleroma,4,2889,7274,1651961621
neo.voidworks.cc,up,calckey,6,533,3154,1669183236
mastodon.ehret.me,up,mastodon,1,458,6584,1612578268
social.up.edu.ph,up,hometown,144,3997,5737,1612578266
damnitcarl.dev,up,mastodon,1,180,2308,1668181456
videos.hauspie.fr,up,peertube,3,0,,1612578346
mastodon.kaczynski.scot,up,mastodon,2,17,4899,1620832700
studios.racer159.com,up,peertube,3,17155,,1612578348
snooze.zone,up,mastodon,1,78,2428,1668982287
mstdn.fediverse.asia,up,mastodon,2,221,3770,1668586723
stade.social,up,mastodon,3,13,235,1669127184
hafs.in,up,gotosocial,1,2,77,1668109379
photos.inclusion.cc,up,pixelfed,1,1,1,1612578346
pleroma.kalterwinter.info,up,pleroma,3,321,3484,1642707000
mastodon.nordgedanken.dev,up,mastodon,1,393,2321,1621808012
archived.software,up,,1,71,2909,1668933780
sgtk.net,up,mastodon,9,10182,3,1667988050
pxl.mx,up,pixelfed,6,268,97,1663509843
friends.mbober.de,up,friendica,0,0,0,1612578270
sns.atiltedtree.dev,up,misskey,4,1,2246,1664848555
lipsia.social,up,mastodon,2,0,1591,1668126740
masto.hitorino.tv,up,mastodon,76,200,989,1653490779
niederkassel.social,up,mastodon,2,1,3478,1668792536
troet.online,up,mastodon,3,2,664,1668075879
mastodon.bv.linksjugend-solid.de,up,mastodon,14,52,1866,1653236880
screamshitter.club,up,revolver,2,0,0,1660608333
mastodon.bofhers.es,up,mastodon,76,2283,6951,1653600387
collar.place,up,mastodon,2,165,2973,1668180002
mastodon.salecroix.fr,up,mastodon,2,0,3603,1627001543
ple.rorea.moe,up,akkoma,3,0,1672,1668718685
crypt.lol,up,pleroma,42,1432,7639,1612578270
neue.city,up,akkoma,62,20134,12283,1612578269
social.sciences.re,up,mastodon,845,19430,9504,1667217691
social.wildparadox.com,up,mastodon,1,27,2207,1668060702
fedi.ioangogo.dev,up,akkoma,2,204,5765,1667833199
goredb.com,up,peertube,2673,16055,,1643453649
vgmnation.com,up,mastodon,73,394,2752,1668743615
mastodon.egroc.de,up,mastodon,2,498,3173,1651094969
m.krikkert.net,up,mastodon,1,127,1065,1667338603
boles.social,up,mastodon,1,0,2831,1612578270
gts.datastory.cz,up,gotosocial,1,36,124,1669008777
ohnepunktundkomma.org,up,mastodon,3,536,6954,1668401580
elict.net,up,mastodon,16,229,85,1612578344
fur.city,up,akkoma,5,8,1760,1669224989
ftp.crysp.org,up,hometown,9,23,1059,1668683966
bereal.monster.hostdon.ne.jp,up,mastodon,2,4337,750,1612578268
ak.infernal.garden,up,akkoma,1,27,2397,1668972759
westend61.social,up,mastodon,6,16,1694,1668540493
mastodon.meowcat285.com,up,mastodon,2,306,3555,1667217333
social.gloomspite.net,up,mastodon,2,2,220,1669985397
rouven-volkmann.de,up,pixelfed,1,2,1,1668382751
socs.social,up,mastodon,4,27,1942,1667664088
mstdn.zoddo.fr,up,mastodon,1,473,5051,1612578270
social.chinwag.org,up,mastodon,1315,82275,17400,1612578266
412.social,up,mastodon,23,37,59,1631379490
forall.social,up,mastodon,152,1829,4625,1668667163
pouet.pt,up,mastodon,1,7,1337,1668783587
t.admiral0.it,up,mastodon,1,1,338,1667785471
hypermute.com,up,mastodon,13,49,3264,1668997141
oldbytes.space,up,mastodon,643,123541,17700,1612578268
social.evolved.systems,up,mastodon,1,24,241,1669127184
blog.cavanholi.com,up,writefreely,1,2,,1669911466
m.kawaii.gg,up,mastodon,3,73,2253,1667595011
