hostname,state,software,user_count,note_count,peer_count,discovered_at
fed.t0.lv,up,gotosocial,1,108,201,1667915642
spore.social,up,mastodon,1603,51522,15487,1669240341
venib.at,up,wordpress,8,10,,1620405728
amaurot.city,up,mastodon,4,5696,1649,1668106385
empty.cafe,up,hometown,3,664,6015,1612578388
sozen.network,up,mastodon,43,21912,8134,1612578269
social.schaeft.li,up,mastodon,2,3,1946,1672183146
enigmaticnewt.social,up,mastodon,1,5,1324,1673902173
monb.work,up,mastodon,1,10,1948,1675300995
jpkjwebyo7.execute-api.eu-central-1.amazonaws.com,up,,,,2,1668981454
p.concho.bar,up,pleroma,1,3,5165,1663513941
social.touha.me,up,mastodon,1,3927,13943,1612578270
aachen.social,up,mastodon,87,4881,10845,1612578268
mastodon.faked.org,up,mastodon,2,4,1370,1669112180
toot.dddug.in,up,hometown,7,103,1067,1652453458
kelso.club,up,mastodon,2,4,559,1675406467
trailblazer.gallery,up,pixelfed,2,3,3,1670052476
mastodon.neamonitak.is,up,mastodon,1,1,483,1675562394
masto.chronos-tachyon.net,up,mastodon,1,3217,7942,1667646894
social.klinikretter.de,up,mastodon,29,39,540,1648491729
mstdn-amadeus.tech,up,mastodon,34,154361,7790,1612578266
bytetower.social,up,mastodon,108,4587,9903,1667759390
travelpandas.fr,up,mastodon,62,15046,15806,1612578267
toot.kotocoop.org,up,mastodon,2,9,1220,1667821346
mastodon.kigurumi.group,up,mastodon,11,44,,1668269711
mastodon.flgl.tech,up,mastodon,1,1,73,1675116599
mstdn.lnkk.app,up,mastodon,2,1,5,1674062273
social.param.codes,up,mastodon,2,15,256,1675521052
moores.org,up,mastodon,6,12,1342,1674698143
eagleear.social,up,mastodon,15,2038,8782,1668372627
mstdn.zoddo.fr,up,mastodon,1,475,5767,1612578270
m.luvz.me,up,mastodon,3,622,500,1644467046
thebeehive.events,up,gancio,3,268,,1625717668
ap.arkanosis.net,up,gotosocial,2,11,51,1667733570
v3.cathoderay.tube,up,pleroma,10,3495,4261,1650982179
breakblocks.social,up,mastodon,8,458,8300,1668230087
comerocudequemestalendo.com,up,mastodon,15,3266,2774,1667400275
togethr.party,up,pleroma,1,8,1772,1651685715
sheep.network,up,pleroma,18,508,4606,1617498226
fediverse.rmdir.co.uk,up,mastodon,2,60,4082,1668440097
relay-nb.activitypub.ca,up,activityrelay,1,0,,1669830677
hed.im,up,mastodon,261,2809,6717,1668125249
chaos.social,up,mastodon,10786,3686323,50312,1612578270
social.nerdcrisis.de,up,mastodon,3,82,2932,1652215406
fim.social,up,mastodon,139,8679,7357,1668905031
were.social,up,pleroma,8,421,4385,1612578265
mastodon.moonglade.net,up,mastodon,3,9,1248,1668660732
mobi.emo-essen.de,up,Mobilizon,2,25,,1632648880
ivsu.es,up,mastodon,2,120,844,1674029719
wikis.world,up,mastodon,89,5629,12648,1665559609
hatchee.bz,up,mastodon,12,2860,3451,1669012461
mastodon.everafter.digital,up,mastodon,1,5,82,1675764519
takahe.dev.malmas.org,up,takahe,1,7,5,1675841529
mastodon.gruenerfaecher.eu,up,mastodon,1,5,1,1675752401
pleroma.fvnki.town,up,pleroma,2,0,870,1673898056
misskey.akagii.dev,up,misskey,1,69,29,1675327215
upallnight.minnix.dev,up,mastodon,1,120,4590,1635798169
skullvines.xyz,up,mastodon,1,594,5197,1664933539
social.kuester7.com,up,mastodon,19,4203,7196,1612578268
kraut.zone,up,peertube,1310,490271,,1631314152
pkteerium.xyz,up,pleroma,53,7824,10968,1650942398
