hostname,state,software,user_count,note_count,peer_count,discovered_at
pleroma.fun,up,pleroma,4,33,2011,1612578267
www.rollemaa.fi,up,wordpress,1,1627,,1668111759
blog.max-fun.de,up,wordpress,15,2033,,1650588690
www.fokuza.eu,up,wordpress,8,392,,1612578346
elfredo.net,up,wordpress,1,5,,1664962549
log.choomba.org,up,wordpress,2,71,,1669383179
tomfinley.co,up,wordpress,18,14,,1666998942
pen.lumbung.space,up,wordpress,106,38,,1639649495
linhtran.eu,up,peertube,3,123,,1638057224
vox.oti.st,up,writefreely,5,104,,1650815483
blog.dhsdevelopments.com,up,writefreely,1,12,,1647097083
yyj.social,up,calckey,10,9,35,1668726457
social.briankoopman.com,up,mastodon,1,2,654,1669009602
mela.eckenfels.net,up,wordpress,2,7,,1667310235
fashionviz.xyz,up,mastodon,2,80,3892,1667805195
funkwhale.it,up,funkwhale,663,,,1612578346
mastodon.deepak.science,up,mastodon,2,9,1492,1651201799
tube.media-techport.de,up,peertube,2,11,,1664169484
blog.morschel.org,up,writefreely,1,3,,1668554730
blog.strawjackal.org,up,wordpress,3,342,,1667863737
vids.tekdmn.me,up,peertube,3,10959,,1625341126
en.relay.friendi.ca,up,activityrelay,1,0,,1612578347
kustos.bocops.app,up,wordpress,3,0,,1667987398
misaka.social,up,misskey,5,110,659,1668084755
misskey.neo0717.com,up,misskey,13,113,2001,1669383265
poiar.es,up,wordpress,1,2,,1668998692
ptube.horsentiers.fr,up,peertube,2,6,,1612578346
relay.pissdichal.de,up,activityrelay,1,0,,1668414108
video.occm.cc,up,peertube,7,7,,1655940581
social.cubafuma.com,up,mastodon,10,68,124,1660638843
pix.repomaa.com,up,pixelfed,1,0,0,1612582158
relay.mstddntfdn.online,up,activity-relay,1,,,1612582705
events.krefeld.life,up,gancio,2,13,,1649524759
histaminfrei.blogda.ch,up,wordpress,2,63,,1658487772
steko.iosa.it,up,wordpress,2,321,,1612578707
softinst177955.host.vifib.net,up,peertube,1,0,,1669204304
www.zornhau.de,up,wordpress,80,173,,1667919978
mi.kosen.land,up,misskey,109,3489,674,1668907308
social.cherrykitten.dev,up,calckey,4,375,2356,1668640913
peer.philoxweb.be,up,peertube,3,29,,1612578346
birdsite.wilde.cloud,up,birdsitelive,9760,0,,1625177461
blog.cherrykitten.dev,up,writefreely,1,2,,1668956639
familysolidarity.org,up,wordpress,3,171,,1612578270
video.taboulisme.com,up,peertube,7,148962,,1612578345
essmann.com,up,wordpress,7,43,,1667972686
videos.ahp-numerique.fr,up,peertube,9,316,,1612578346
mojowriter.com,up,wordpress,1,43,,1667872565
mk.shrimpia.network,up,misskey,102,52692,1462,1663376370
jumanji.co,up,misskey,24,67172,5483,1612578268
praxis.su,up,peertube,28,84,,1643012534
peertube.elforcer.ru,up,peertube,3,36859,,1650105014
kokonect.link,up,cherrypick,184,43728,5763,1617976441
blog.gclv.es,up,writefreely,1,10,,1621256686
v.kyaru.xyz,up,peertube,2,1,,1668715837
tube.kootstra.frl,up,peertube,2,0,,1667694397
write.braintube.com,up,writefreely,1,6,,1644077141
sup.lelehier.de,up,calckey,3,56,4984,1667339227
gummipunkt.eu,up,writefreely,1,6,,1668475024
slatepacks.com,up,lemmy,1150,30,,1652149703
www.desaparecidos.org.uy,up,wordpress,2,890,,1612585828
foto.svenbrier.de,up,wordpress,1,93,,1651832625
misskey.dev,up,misskey,,,6930,1612578267
misskey.mymte.de,up,misskey,2,7560,2224,1651087820
funkwhale.postblue.info,up,funkwhale,3,,,1612585713
social.kyaru.xyz,up,misskey,8,694,3304,1651251550
francois.lemaire.name,up,writefreely,1,25,,1636649332
yeri.be,up,wordpress,2,1284,,1668361015
herrspitau.de,up,wordpress,18,811,,1668715634
peertube.serveur.slv-valbonne.fr,up,peertube,32,168,,1612578345
calendario.extinctionrebellion.es,up,gancio,5,33,,1666960121
mastodon.woutfeys.be,up,mastodon,1,15,1661,1668242356
michaelbrooks.co.uk,up,wordpress,1,335,,1612585465
sofasophia.blogda.ch,up,wordpress,1,1433,,1651502551
mast.cat.scot,up,mastodon,2,17,379,1650957886
creemoseducacioninclusiva.uma.es,up,peertube,20,29,,1646508256
le-fort.org,up,wordpress,5,854,,1667919979
www.titou.net,up,wordpress,1,1440,,1614221921
ennomeijers.nl,up,microblogpub,1,1,,1668390628
shanecooke.com,up,wordpress,1,1,,1633299718
honi.stesan.dev,up,misskey,4,35286,909,1659601962
dissociatedpress.net,up,wordpress,1,236,,1667863736
mk.slipfox.xyz,up,calckey,8,2372,8593,1660115854
video.barcelo.cf,up,peertube,31,1103,,1612581913
www.allaboutgeorge.com,up,wordpress,1,42,,1667634592
tube.ghk-academy.info,up,peertube,4,193,,1660419787
jonaharagon.neat.pub,up,wordpress,1,13,,1667776756
pub.h3a.moe,up,mastodon,1,57,,1668844734
www.lakelogaztetxea.net,up,gancio,3,351,,1612578346
lindeh.se,up,hubzilla,6,54,,1612578347
gay.shork.space,up,mastodon,1,115,51,1664950352
djcosmos.ourspacemusic.com,up,funkwhale,2,,,1669383171
notes.opensourcegardens.info,up,writefreely,1,14,,1654285482
logisciences.org,up,hubzilla,3,3,,1668820165
social.chocoflan.net,up,calckey,28,453,1211,1652773312
davidlohner.de,up,wordpress,1,82,,1668474641
social.metrix.network,up,misskey,92,341,1547,1660643455
mission1701.com,up,writefreely,1,192,,1621967282
tube.4aem.com,up,peertube,679,253150,,1612578270
video.veloma.org,up,peertube,3,1709,,1612578347
tube-enseignement-professionnel.apps.education.fr,up,peertube,282,21535,,1659216860
cyber-news.fr,up,lemmy,6,242,,1640106152
tube.cybershock.life,up,peertube,2,9655,,1657755063
mirametube.fr,up,peertube,2,20,,1612578346
misskey.potp.ro,up,misskey,1,90,351,1642842744
donburnside.com,up,wordpress,5,1673,,1668554730
weblog.antranigv.am,up,wordpress,1,57,,1657105631
dkxpress.dk,up,wordpress,3,10,,1667894313
tube.pmj.rocks,up,peertube,4,6152,,1616616521
latenightblog.com,up,writefreely,1,10,,1653645206
bird.geiger.ee,up,birdsitelive,12,0,,1667933704
thetooniverse.xyz,up,calckey,11,2131,7126,1652398238
funky.calut.fr,up,funkwhale,3,,,1650471909
radicalevents.eu,up,Mobilizon,8,77,,1661659849
audio.qoto.org,up,funkwhale,129,,,1612578346
videos.bik.opencloud.lu,up,peertube,25,12,,1612579015
relay.froth.zone,up,activityrelay,1,0,,1668360951
videos.rights.ninja,up,peertube,4,853,,1612578347
mastodon.cloud.karagory.com,up,mastodon,4,328,8160,1612578267
misskey.7ka.org,up,misskey,38,4948,2076,1654281365
blog.webpigeon.me.uk,up,writefreely,1,8,,1612578346
video.techforgood.social,up,peertube,4,8,,1663848437
audio.securetown.top,up,funkwhale,0,,,1665382695
tube.pacapime.ovh,up,peertube,3,1214,,1664609739
mk.shc.kanagawa.jp,up,misskey,28,4255,3841,1627759820
www.adamtbradley.net,up,writefreely,1,21,,1653821714
pad.diekershoff.de,up,goblog,1,6,,1654359009
im.allmendenetz.de,up,hubzilla,219,73207,,1624464817
www.duarte.cl,up,wordpress,1,135,,1667919979
tape.neue.city,up,funkwhale,1,,,1612585737
peertube.bike,up,peertube,5,8,,1667872565
smllwrds.thisdevfucks.com,up,misskey,2,5,5,1659442372
sinofool.net,up,wordpress,1,51,,1652845888
tyazzkey.work,up,misskey,45,8297,1598,1650698190
www.alberniweather.ca,up,wordpress,7545,2160,,1668235889
words.of.goran.butor.ac,up,writefreely,1,5,,1656662422
latenightfiction.com,up,writefreely,1,5,,1612578346
greatview.video,up,peertube,1590,105,,1612578268
blog.tomat0.me,up,writefreely,9,43,,1615396670
stegodon.social,up,microblogpub,1,5,,1668977349
skeptube.fr,up,peertube,110,226,,1628951172
