hostname,state,software,user_count,note_count,peer_count,discovered_at
manheim.info,up,mastodon,54,464735,504,1612578345
mastodon.useless.one,up,mastodon,1,11,3056,1667832246
social.hintersphere.com,up,mastodon,4,52,2820,1668904975
fans.sonichu.com,up,pleroma,7,992,3925,1667458120
micro.junaid.dev,up,mastodon,1,11,650,1676556977
hueck.social,up,mastodon,1,13,3099,1671472360
ravetracer.photography,up,wordpress,1,69,,1671644148
mastodon.pfeffernimz.de,up,mastodon,4,0,602,1670004374
mastodon.giggly.de,up,mastodon,2,1,812,1668802304
mastodon.stsecurity.moe,up,mastodon,3,361,8,1628683614
v2x.org,up,mastodon,11,105,2356,1674623288
mastodon.claesjonsson.net,up,mastodon,1,0,1384,1671764614
justinyost.com,up,wordpress,1,1339,,1679054382
tooter.in,up,,,,0,1612586508
mastodon.furest.be,up,mastodon,1,0,243,1653850266
mastodon.garyhawkins.uk,up,mastodon,2,99,1754,1667378948
mastodon.chanoa.de,up,mastodon,1,1,1358,1675369874
lesbiab.space,up,mastodon,560,27664,5171,1612578265
literooni.masto.host,up,mastodon,3,3,670,1657012993
mastodon.mlabouri.fr,up,mastodon,4,11,347,1670974645
mstdn.cryptic-command.net,up,mastodon,2,83,110,1679059959
mejia.social,up,mastodon,6,194,5034,1676081096
mastodon.wurzelmann.at,up,mastodon,12,8358,9574,1650917456
gotosocial.stripittoride.club,up,gotosocial,1,102,78,1675383270
solchefreu.de,up,friendica,0,0,0,1655127086
naknak.social,up,mastodon,5,34,2268,1668904975
mastodon.mobile-bot.de,up,mastodon,4,42,2089,1673734860
social.bkp.sh,up,mastodon,6,292,4198,1676428982
a.farook.org,up,akkoma,3,854,8416,1672313227
terror.black,up,mastodon,4,3239,5141,1675294114
sosialist.party,up,mastodon,14,790,7956,1668842769
pleroma.karjalazet.se,up,pleroma,9,5860,10464,1620502721
peertube.ctseuro.com,up,peertube,6,20,,1618319497
scuttle.cloud,up,mastodon,2,40,3493,1679258876
f.tkte.ch,up,takahe,2,36,1087,1669648892
hallo-welt.berlin.blue,up,mastodon,4,90,1914,1667997873
mstdn.studiofreesia.com,up,mastodon,2,130,2887,1668909598
pleroma.rucknium.me,up,pleroma,1,40,1919,1668972759
bartraigures.com,up,mastodon,1,0,139,1679353868
amigos.family,up,mastodon,6,78,3078,1670625358
gts.groktop.us,up,gotosocial,1,262,427,1671754469
convoglio.social,up,mastodon,2,34,2170,1650121589
soundfury.net,up,mastodon,4,36,896,1670951784
mst.canor.kr,up,mastodon,15,19796,4229,1612578269
toots.ch,up,mastodon,6,24,2210,1669903843
ap-relay.remerge.net,up,activityrelay,1,0,,1635544442
squad.town,up,mastodon,6,2495,6863,1612578267
pleroma.astro.clinic,up,pleroma,6,511,391,1631021420
pleroma.afy.jp,up,pleroma,1,1,572,1679745345
m.moec.top,up,misskey,83,6233,7007,1627375281
gts.lhochet.dev,up,gotosocial,1,31,107,1666509552
bikabika.xyz,up,mastodon,12,238,785,1668549212
taucha.social,up,mastodon,13,243,4153,1667565588
mastodon.nicfab.it,up,mastodon,397,2316,8944,1651437806
altelectron.org.uk,up,pleroma,12,2049,12218,1612578271
eutech.social,up,mastodon,12,142,129013,1671491130
friend.fmal.com,up,friendica,0,0,0,1672682013
lofi-gaming.org.uk,up,wordpress,2,5445,,1669846091
socialcoders.org,up,mastodon,4,165,10590,1668904985
raza.social,up,mastodon,1,4,506,1673800049
friendica.osn.social,up,friendica,0,0,0,1651142025
qreate.co.uk,up,wordpress,1,271,,1669174051
mastodon.jcaicedo.com,up,mastodon,1,3,2725,1668816436
friendsofbill.social,up,mastodon,1,37,1721,1672638586
mastodon.luca-cazzulo.it,up,mastodon,1,9,4875,1668380633
pleroma.p4g.club,up,pleroma,3,235,4066,1612578269
mastoneuron.com,up,mastodon,1,4,1824,1612578347
tube.linkse.media,up,peertube,7,609,,1617313759
mstdn.iroh.tv,up,mastodon,1,777,6967,1676127509
pic.snug.moe,up,pixelfed,74,146,266,1659187369
social.ordinal.garden,up,mastodon,33,3555,11905,1612578270
moresci.sale,up,mastodon,622,383903,2231,1612578269
echoes.stolen.day,up,mastodon,1,451,55653,1651785090
clrk.space,up,mastodon,2,560,26575,1668977014
todon.in,up,mastodon,5,196,1946,1673262697
digforfire.org,up,mastodon,794,222672,3844,1612578265
conchrepublic.social,up,mastodon,7,424,4724,1675265582
mastodon.haolit.de,up,mastodon,2,0,584,1670587935
masto.popgeeks.com,up,mastodon,3,384,1854,1667960320
mastodon.cysioland.pl,up,mastodon,1,7059,8263,1639647844
mastodon.transportevolved.com,up,mastodon,5,585,3594,1669104374
universeodon.com,up,mastodon,72207,1492817,21056,1667629108
strangeplace.me,up,mastodon,6,3386,7405,1669176764
social.cloudboard.fr,up,mastodon,2,7,469,1668592465
pix.multimob.be,up,pixelfed,3,56,11,1612578346
fedi.cress.space,up,gotosocial,3,697,12,1667839872
ap.umedasp.co.jp,up,mastodon,2,9,409,1612578268
friendica.tigvarts.com,up,friendica,0,0,0,1633157691
ventonolitoral.pontofixo.net.br,up,writefreely,1,11,,1670744669
m.aki-null.net,up,mastodon,1,479,2201,1612578345
danonidon.azarakko.net,up,mastodon,6,171,868,1612578345
kodcast.com,up,peertube,136,35504,,1612578348
nifty-moose.com,up,mastodon,1,0,25,1668904971
hakodon.cf,up,mastodon,15,42441,5725,1612578269
puritan.pub,up,mastodon,273,6501,0,1640911463
skull.website,up,mastodon,17,250401,18636,1612578265
snoval.art,up,mastodon,1,13,182,1673470824
parametric.social,up,mastodon,1,37,2954,1674622817
mastodon.homelab.tokyo,up,mastodon,1,135,9219,1668206456
ribeiro.social,up,mastodon,5,586,5769,1612578345
hmm.schichler.dev,up,mastodon,1,333,7224,1612578266
social.achterstrasse.net,up,mastodon,2,2,1228,1670096956
nachrichten.social,up,mastodon,8,6821,499,1668198059
mstdn.nicolog.jp,up,mastodon,4,5072,644,1612578267
not-ok.computer,up,mastodon,10,1211,7400,1668976185
pixelfed.photos,up,pixelfed,521,1094,794,1612578348
mastodon.prowl.social,up,mastodon,7,100,1665,1672352349
acesso.meowportugal.pt,up,mastodon,2,11,3,1679654554
gamingjp.org,up,mastodon,47,99130,9056,1612578271
toot.cat,up,mastodon,2412,369249,38152,1612578265
laoda.ge,up,pleroma,1,7,775,1653993417
aprelay.mycrowd.ca,up,activityrelay,1,0,,1667718588
lostall.faith,up,mastodon,1,31,881,1671161937
toots.maikel.dev,up,mastodon,1,511,6195,1669293903
comm.social,up,mastodon,4,298,118012,1667015111
wstrsd.masto.host,up,mastodon,2,1433,2778,1676080474
tootdev.s.vvn.space,up,mastodon,1,3,68,1668944956
omfg.town,up,mastodon,3,2419,13830,1668315412
friendica.produnis.de,up,friendica,23,156227,21843,1612578270
tempestas-prima.com,up,mastodon,1,0,771,1671472718
ianhopkinson.org.uk,up,wordpress,2,524,,1671714270
mastodon.goucher.edu,up,mastodon,67,326,153,1616511733
blog.webpigeon.me.uk,up,writefreely,1,8,,1612578346
conners.social,up,mastodon,1,4,2216,1674255918
the.others.social,up,mastodon,24,2046,7051,1612578346
photos.coffeechords.com,up,pixelfed,1,30,32,1674718675
dis-le.de,up,friendica,30,98140,20604,1612578267
lausitz.social,up,akkoma,2,0,4364,1672085676
toot.sg,up,mastodon,2,84,1074,1654592877
mastodon.stlpnetwork.de,up,mastodon,4,31,1338,1675436117
live.m0e.space,up,,1,5,0,1663028075
litrat.online,up,mastodon,1,0,327,1674547942
micro.alden.page,up,pleroma,1,6,2973,1617949941
fediverse.nicknisi.com,up,mastodon,1,122,3690,1674509484
enigmatick.jdt.dev,up,,,,,1671506938
mastodon.koehler.ca,up,mastodon,2,23,3061,1667850738
social.node001.net,up,mastodon,1,2177,6572,1654212499
longform.wdclarke.org,up,wordpress,1,11,,1677580262
minimeadow.art,up,mastodon,5,54,3578,1670293833
socialpa.ws,up,mastodon,11,606,8981,1668353714
posts.joshbayne.com,up,mastodon,1,7,843,1674691278
acra.network,up,mastodon,1,3,4228,1668221121
social.seewindows.com,up,mastodon,1,60,2077,1667777524
castlecannon.house,up,friendica,0,0,0,1612578270
kotobaphil-mtdn.eu,up,mastodon,8,2200,2118,1672374078
mastodon.chabal.es,up,mastodon,1,10,9,1676290677
tube.nuxnik.com,up,peertube,3,9321,,1635871544
friendica.rlp.schule,up,friendica,0,0,0,1664499213
freelancer.social,up,mastodon,2,0,3,1652237282
telescope.garden,up,mastodon,19,90905,12095,1612578271
contrapointsfan.club,up,pleroma,6,234494,8801,1612578267
nutmeg.social,up,mastodon,71,24231,11007,1670638513
xlii.social,up,mastodon,1,128,3033,1676675809
carhenge.club,up,mastodon,33,4496,9552,1668042229
mast.codingjim.com,up,mastodon,4,406,3319,1668427778
www.librepunk.club,up,mastodon,204,93752,19802,1612578267
deff.no,up,mastodon,9,114,5034,1667960864
networker.social,up,mastodon,11,108,6828,1668432549
shibe.family,up,mastodon,2,172,5610,1671337331
bookwyrm.tardis.pw,up,bookwyrm,7,1580,87,1614809088
uksocial.net,up,mastodon,4,51,603,1612578271
socks.masto.host,up,mastodon,1,701,10823,1667369544
mastodon.tds.xyz,up,mastodon,3,610,7129,1612578345
social.tiepup.co.uk,up,mastodon,1,162,4947,1669819277
gazette.live,up,mastodon,6,925,7538,1612578268
alexandria.the1977project.org,up,bookwyrm,1,139,48,1678555135
shitbucket.nl,up,mastodon,2,13,456,1667360922
bts-army.life,up,mastodon,1,3,200,1670168033
jauntygoat.net,up,mastodon,29,5855,13663,1612578348
social.schafweide.org,up,mastodon,1,352,5260,1673264606
anar.chi.st,up,pixelfed,618,4342,2948,1612578270
mstdn.toad-in-the-hole.net,up,mastodon,1,3030,3407,1612578266
affiliates.social,up,mastodon,7,16,3015,1674449288
toot.org.il,up,mastodon,8,164,3945,1651048691
mastodol.jp,up,mastodon,1004,163774,3142,1612578267
app.tripsocial.co,up,mastodon,1,1,1,1657184387
lgbtcz.social,up,mastodon,36,931,5217,1668780775
malmo.social,up,mastodon,2,2,7186,1670178747
fd.ooio.org,up,friendica,0,0,0,1612578344
jaxbeach.social,up,mastodon,221,1464,8017,1669209225
social.learntosolveit.com,up,mastodon,1,53,4886,1669261272
fff.fo.am,up,pleroma,9,1163,2399,1669675236
skrt.social,up,mastodon,40,11242,6996,1612578269
misskey.fal.moe,up,misskey,2,0,406,1672349487
vtubers.site,up,pleroma,14,1055,7614,1667693769
sekretaerbaer.de,up,friendica,11,71,23651,1667311364
gymnastics.town,up,mastodon,148,226,2592,1668263928
yunyun.moe,up,pleroma,1,0,2321,1660067805
bbs.buny.plus,up,mastodon,4,9,33,1668702535
cast.samsai.eu,up,,1,165,0,1646567709
kevinianbryan.social,up,mastodon,3,370,2618,1642856482
me.konklone.com,up,mastodon,1,18,5473,1671419564
masto.sables.ooo,up,mastodon,1,1,103,1679991533
hidamari.apartments,up,pleroma,6,24598,11329,1628561849
hachyderm.io,up,mastodon,46088,1089153,22847,1651060929
m.dis.works,up,mastodon,3,3,584,1612578266
mstdn.coffee-break.cc,up,mastodon,3,288,1341,1678519436
mastodon.c99.org,up,mastodon,1,640,4746,1651004484
social.sanfranciscan.org,up,pleroma,2,1397,10023,1668331551
lemmy.wiredentrypoint.xyz,up,lemmy,1,5,,1648233029
mstdn.games,up,mastodon,1379,83433,18100,1670020575
tut.andreer.no,up,mastodon,2,32,1286,1669352393
gts.arsh79.me,up,gotosocial,1,1,2,1679159095
masto.torvafirmus.com,up,mastodon,1,797,80199,1669919512
landshut.social,up,mastodon,1,0,107,1675146610
nerddao.xyz,up,mastodon,7,1800,2698,1650025536
mastodon.kaelig.ovh,up,mastodon,4,73,3413,1668610448
michaonline.net,up,mastodon,2,49,3746,1612578345
mastodon.alisyd.info,up,mastodon,4,14,1689,1676714923
weirdcatqueer.net,up,hometown,2,738,3469,1668300076
noagendasocial.com,up,mastodon,9818,3781120,62418,1612578269
vocabar.net,up,,41,40243,343,1612578867
pleroma.mass-trespass.uk,up,pleroma,2,16,969,1612578347
test.itemis.social,up,mastodon,2,0,0,1670002163
posts.rat.pictures,up,mastodon,1,1341,10742,1675902128
fasefriki.com,up,wordpress,1,44,,1669764422
synthesizers.social,up,mastodon,28,59,1507,1669849223
mastodon.theorangebird.net,up,mastodon,2,1,918,1674310252
hi.hearts.community,up,mastodon,2,4,1109,1674392658
mochi.social,up,mastodon,4,4,1258,1668159385
julialang.social,up,mastodon,209,4774,11061,1667897450
masto.qa.urbanwildlife.biz,up,mastodon,2,46,9,1667897450
tube.rooty.fr,up,peertube,39,10764,,1652645879
erica.moe,up,mastodon,18,6639,2659,1621059203
tootaloo.me,up,mastodon,2,23,2440,1655791656
unkworks.net,up,pleroma,1,85955,1984,1612578269
fotz.cc,up,mastodon,5,1,157,1646330162
trumpkin.de,up,wordpress,2,80,,1668988000
postchat.io,up,mastodon,243,7761,12079,1668252586
gitea.sebastian-tobie.de,up,forgejo,2,4,,1679488558
videos.ac-nancy-metz.fr,up,peertube,2179,3975,,1612578348
ballhaus.community,up,mastodon,14,262,3816,1669145210
social.niso.org,up,mastodon,3,79,2534,1672359682
social.ojour.de,up,friendica,0,0,0,1674740933
pl.8mitsu.net,up,pleroma,5,12,1832,1612578266
msftrpls.uber.space,up,,0,0,0,1671054734
beefus.camp,up,hometown,3,2,1733,1675625533
fedi.sphericalcow.space,up,pleroma,1,74,2036,1675666311
ak.infernal.garden,up,akkoma,1,153,4492,1668972759
nexusofnerd.org,up,mastodon,16,263,3990,1671563840
pixelfed.hylobatidae.org,up,pixelfed,1,2070,304,1674111233
hey.gary.cool,up,gotosocial,1,3,48,1668373308
notes.palashbauri.in,up,writefreely,1,16,,1656808088
wolvesare.sexy,up,mastodon,2,257,5196,1667552784
gts.urgle.com,up,gotosocial,1,34,214,1667808975
mastodon.in-ulm.de,up,mastodon,2,1,116566,1672974931
mastodon.adrienlacombe.me,up,mastodon,4,40901,3557,1616116637
carelesswhisper.nl,up,mastodon,2,368,3351,1674602760
newpublicsquare.com,up,mastodon,9,5,2196,1612578269
coasterfreak88.net,up,mastodon,4,90,2101,1668560944
mastodon.flockofnazguls.com,up,mastodon,2,1858,7362,1678046622
mastodo.ng,up,mastodon,5,117,5163,1667911303
toot.nul.ie,up,mastodon,1,4,836,1669065510
pff.o.hina.dev,up,pixelfed,17,32,21,1612578265
msky.ntr.homes,up,misskey,3,1579,117,1670116656
suzu.eu.org,up,pleroma,1,32,1143,1654881646
perfumefan.jp,up,mastodon,11,147,1191,1671340705
gts.randomrul.es,up,gotosocial,1,29,102,1668255074
chaosgate.eu,up,mastodon,1,39,832,1668124746
20.dndsocial.com,up,mastodon,6,12,225,1668772850
toot.foundation,up,mastodon,1,40,2872,1678611053
bookwyrm.lyriste.fr,up,bookwyrm,1,3,39,1676993144
social.arinbasu.online,up,pleroma,4,779,8369,1668303211
teal.social,up,mastodon,75,3101,6552,1668904961
mochiandtea.com,up,mastodon,4,6,2913,1668059007
akko.chir.rs,up,akkoma,8,6239,13056,1662821516
mastodon.uniastur.com,up,mastodon,8,123,1045,1668338685
posting.lolicon.rocks,up,pleroma,77,14727,11744,1616347248
blat.at,up,mastodon,4,1010,5969,1667915444
watts.refchat.net,up,funkwhale,1,,,1619304782
themastodon.uk,up,mastodon,2,0,4027,1668346370
