hostname,state,software,user_count,note_count,peer_count,discovered_at
social.strobel.one,up,gotosocial,1,3,109,1670869845
mastodon.bitfrost.gg,up,mastodon,2,18,1630,1668187208
social.transpeak.lgbt,up,mastodon,9,554,6592,1653700651
blahaj.zone,up,calckey,104,10528,12413,1669047647
mstdn.fediverse.asia,up,mastodon,3,93,2942,1668586723
bondine.social,up,mastodon,2,32,3203,1669851922
th.korako.me,up,takahe,1,6,14,1673425730
social.kazehiko.com,up,mastodon,1,498,2856,1671834266
scalies.cc,up,akkoma,1,5,2667,1672729728
lazybear.social,up,mastodon,4,8233,14013,1612578269
bot.country,up,gotosocial,1,0,2,1676967145
toots.ecohost.ie,up,mastodon,3,153,5236,1667939243
njoy.social,up,mastodon,6,229,2603,1669905386
arousal.support,up,pleroma,5,103,3308,1659149814
camp.smolnet.org,up,mastodon,80,15392,14248,1650070333
groups.atelier-des-communs.fr,up,mastodon,3,3,122,1669573262
theopjones.com,up,mastodon,1,24,1970,1648504298
stars.eroaward.com,up,mastodon,175,378,5525,1612578269
reads.caskey-demaret.se,up,bookwyrm,1,202,58,1669038937
der.gs,up,calckey,8,132,3731,1668070673
cackle.doop.coop,up,gotosocial,2,0,25,1672521002
social.crouchingpanda.co.za,up,mastodon,3,618,6160,1669293903
pl.glitch.pm,up,pleroma,2,515,5795,1668206063
mastodon.ccqjv.com,up,mastodon,2,4,845,1668777283
social.sa-com.de,up,mastodon,3,0,1,1670410223
bikeshed.vibber.net,up,mastodon,1,1354,9239,1665253274
sorcie.re,up,pleroma,8,2575,7348,1612578269
social.diehumanisten.de,up,mastodon,9,138,3048,1667601582
wisdomhole.com,up,mastodon,12,3301,4074,1669350239
storyteller.social,up,mastodon,1,3,1835,1675634484
m.tgl.eu,up,mastodon,9,119,2178,1667483664
pleroma.nuclearlimes.co.uk,up,pleroma,1,0,837,1614119841
fedi.lamer-ethos.site,up,akkoma,1,178,4486,1671773229
awesomefriends.social,up,mastodon,4,15,1202,1669071693
stemfurs.masto.host,up,mastodon,3,61,1857,1672850977
groupsebelah.com,up,mastodon,71,201,231,1669289235
justda.tips,up,mastodon,1,0,938,1672640616
mstdn.mlmie.net,up,,1,195,245,1612578387
fedi.lecturify.net,up,akkoma,10,966,4850,1669396169
social.jjohnson.org,up,pleroma,1,44,2964,1612578266
mastodon.voicenet.ch,up,mastodon,2,96,2814,1671548732
sugarshack.social,up,mastodon,8,30,385,1674589216
masto.danslesbois.info,up,mastodon,2,367,1425,1669563140
stream.whomartthou.com,up,,1,6,0,1675991097
social.as59715.net,up,pleroma,3,160,459,1669152852
friendica.d1nu.de,up,friendica,0,0,0,1672765886
inconnu.uk,up,mastodon,1,14,1569,1651457283
mastodon.hanitoh.com,up,mastodon,1,67,1794,1676499304
fd.ooio.org,up,friendica,0,0,0,1612578344
freeradical.zone,up,mastodon,2772,473743,21298,1612578266
tapbots.social,up,mastodon,9,6455,16871,1668213222
seaofog.com,up,mastodon,1766,250766,9402,1632382237
social.tadzik.net,up,akkoma,1,593,9691,1612578267
pleroma.moegirl.live,up,pleroma,4,55,1884,1670661358
gts.cazzaserver.com,up,gotosocial,1,4,53,1676217536
unkworks.net,up,pleroma,1,84634,1932,1612578269
pogs.cafe,up,mastodon,19,963,2738,1672355789
gts.boehmke.net,up,gotosocial,1,0,77,1671997445
social.bearygoosey.com,up,pleroma,3,1,912,1621647641
w3c.social,up,mastodon,194,6172,18570,1612578270
talk.halvbrax.se,up,pleroma,2,94,2811,1612578266
mastodon.michael-anders.net,up,mastodon,1,73,2558,1671805302
grafton.me,up,mastodon,1,80,4591,1668511113
pixel.fediverse.be,up,pixelfed,1,2,0,1671336533
theha.us,up,mastodon,17,841,6845,1612578345
fed.uu.org,up,mastodon,3,1357,3602,1667790020
mastodon.bellmyer.me,up,mastodon,1,4,1899,1672864515
b0.ax,up,mastodon,2,215,3307,1671908366
tootin.masto.host,up,mastodon,5,27,3586,1673647888
mastodon.electroncash.de,up,mastodon,2,147,6382,1668791674
duh.mymath.rocks,up,bovine,,,,1676524351
redpanda.pics,up,mastodon,9,883,2645,1658415588
boerdica.de,up,friendica,1,74,23194,1673390485
dumbo.e-kobi.com,up,mastodon,6,41,1747,1612578345
sparrowhawk.social,up,mastodon,1,211,3018,1675714306
post.liaru.link,up,mastodon,1,80,1778,1675370639
bgp.social,up,wildebeest,,,10,1675971160
takahe.daevien.com,up,takahe,2,1,1499,1676816903
groothub.com,up,mastodon,1,24,2191,1668623599
