hostname,state,software,user_count,note_count,peer_count,discovered_at
ohana.stream,up,mastodon,6,8,1311,1669666807
toot.kobold.cafe,up,gotosocial,1,0,0,1668487543
fediverse.sideras.net,up,pleroma,1,58,3287,1667629108
mathstodon.xyz,up,mastodon,13893,530920,30074,1612578268
lgbtqia.space,up,mastodon,805,49147,17552,1667691316
ivory.rosebloom.one,up,mastodon,6,197,1021,1670844621
nova.community,up,mastodon,5,727,11913,1612578271
masto.theairplan.com,up,mastodon,3,38,3347,1667898591
gender.systems,up,mastodon,20,3489,7638,1667790792
glitchsoc.sds-ip.de,up,mastodon,1,71,12,1652562459
akkoma.bsd.cafe,up,akkoma,2,0,2653,1672213867
rivervalleymaine.social,up,mastodon,2,6,3025,1672179386
southcape.social,up,mastodon,1,47,3698,1671410129
changelog.social,up,mastodon,10,792,8896,1668605440
80chars.io,up,mastodon,1,1,131,1672746523
opensocial.at,up,friendica,777,76173,23034,1612578269
pleroma.wanparty.xyz,up,pleroma,4,31,1279,1676466781
mastodon.strasser.wien,up,mastodon,3,8,2796,1667353315
www.shootthebreeze.social,up,mastodon,2,0,160,1672719935
toot.uoga.net,up,pleroma,3,152,4600,1612578267
toot.robzazueta.com,up,mastodon,2,50,438,1677763555
ma.fono.jp,up,mastodon,12,38919,10104,1612578270
social.locrealloc.de,up,mastodon,1,0,750,1675890215
pixelfed.21314.de,up,pixelfed,1,1,4,1669208438
social.cooltux.net,up,mastodon,8,65,1016,1673442408
espr.moe,up,akkoma,1,0,2304,1650457191
gts.xa0.uk,up,gotosocial,1,2,220,1672018611
mastodon.familie-de-boer.net,up,mastodon,2,192,3432,1668694379
dfir.social,up,mastodon,3,26,817,1677395013
mastodon.marcusquinn.com,up,mastodon,1,3,1264,1612578270
social.baubs.net,up,mastodon,4,14,3841,1668242356
soc.vis4valentine.com,up,gotosocial,2,602,281,1658589019
witches.social,up,mastodon,1,5133,4095,1612578345
kittens.141.lv,up,mastodon,1,52,2188,1675714411
anticapitalist.party,up,mastodon,1957,308231,44290,1612578267
ginpatu.moe,up,mastodon,7,314,1209,1674198054
mastodon.f-si.org,up,,4,45,4052,1612578266
mast.hutchie.scot,up,mastodon,1,32,941,1676859195
muensterland.social,up,mastodon,171,3087,12811,1612578267
serotonin.party,up,akkoma,1,648,7289,1667126759
