hostname,state,software,user_count,note_count,peer_count,discovered_at
patriciadrive.com,up,mastodon,13,145,675,1612578347
mastodon.n6.io,up,mastodon,2,26,701,1668266931
social.boelz.eu,up,gotosocial,1,43,261,1667664378
toot.hoyle.me.uk,up,mastodon,2,1190,104225,1612578266
mastodon.trabus322.tk,up,mastodon,1,1,2331,1677794286
www.kromeboy.net,up,wordpress,2,563,,1669074103
insta.dooky.top,up,pixelfed,1,3,1,1677348682
mrcippy.xyz,up,mastodon,1,472,5257,1671566853
pixelfed.au,up,pixelfed,513,25066,1755,1667196245
awoo.space,up,mastodon,1732,630110,302,1612578270
fed.aria.rip,up,pixelfed,1,18,13,1676871718
detroitriotcity.com,up,akkoma,138,11236,12996,1633911958
moppels.bar,up,calckey,4,7511,4650,1671442034
norbertmarteau.fr,up,mastodon,14,1546,3,1612578346
fitt.au,up,mastodon,3,498,10703,1668624079
fedi.suzi.moe,up,pleroma,1,186,1199,1669070195
kommentakerfid.is,up,mastodon,20,687,4349,1668173248
videos.tcit.fr,up,peertube,4,7777,,1612578345
torguard.social,up,mastodon,4,7,562,1671594206
www.geschnacke.de,up,,13,185,142,1665282704
void.abnormalfreq.com,up,friendica,2,4,25718,1668138719
social.activitypubhub.de,up,mastodon,1,0,394,1668600797
k-shiigi-136.masto.host,up,mastodon,2,1272,5665,1612578267
pixelfed.cz,up,pixelfed,189,913,732,1635547499
www.bradmcgarr.me,up,wordpress,2,2,,1667878824
write.schuerz.at,up,writefreely,6,21,,1626271111
mstdn.klg-tree.jp,up,,98,435,1514,1612578388
social.penguinability.net,up,mastodon,13,268710,4395,1612578270
mastodon.eveland.dev,up,mastodon,1,4,2198,1668904971
triangletoot.party,up,mastodon,346,49268,20629,1612578270
pixelfed.3dcandy.social,up,pixelfed,1,0,0,1663359862
otherja.red,up,mastodon,1,67,1285,1674466579
disperfected.com,up,mastodon,1,0,1375,1670602556
sc.sigmaris.info,up,mastodon,2,158,6255,1612578268
popon.pptdn.jp,up,mastodon,13,102897,9412,1612578270
troet.crynet.one,up,mastodon,4,95,4004,1652615275
4xl.co,up,mastodon,1,265,8073,1671179500
pixelfed.noellabo.jp,up,pixelfed,204,70,172,1612578269
lagemeet.duckdns.org,up,misskey,67,1119,4431,1662424614
mammothcirc.us,up,gotosocial,2,293,359,1663339864
uldegrova.com,up,mastodon,13,2326,4833,1668466625
mastodon.tstm.info,up,mastodon,2,5,2433,1671390362
toot.uoga.net,up,pleroma,3,152,4476,1612578267
photo.lapineige.fr,up,pixelfed,1,829,320,1612578267
frmhrt.com,up,mastodon,1,4,1161,1674886986
toot.pyxel.cloud,up,mastodon,1,3,1667,1648961901
mastodon.pretendo.network,up,mastodon,3,44,1315,1668904961
houseofloy.net,up,mastodon,3,256,124,1612578348
ghoti.au,up,akkoma,1,3,4097,1671245098
metuba.hostdon.jp,up,mastodon,1,300,300,1612578345
ianstormtaylor.social,up,mastodon,1,72,4908,1667247060
depth.li,up,mastodon,3,11,21,1669064516
tfq.social,up,mastodon,4,68,104642,1667839872
mastodon.mindlesstux.com,up,mastodon,1,15,8067,1612578265
social.jurgenfranse.nl,up,gotosocial,1,1,63,1669133995
raptol.net,up,mastodon,1,47768,6661,1612578267
prlic.social,up,mastodon,5,36,4744,1668408848
ursa.cafe,up,hometown,23,4383,4694,1635544546
plus-sensible.me,up,writefreely,1,18,,1649018894
hyperpla.net,up,mastodon,6,468,5407,1666795661
social.medusmedia.com,up,mastodon,4,1116,4175,1612578269
leandr.in,up,mastodon,1,35,2823,1668935418
meteor.insky.jp,up,mastodon,3,22,1012,1654011439
pixelfed.debian.social,up,pixelfed,48,249,171,1612578346
m.wingu.se,up,mastodon,1,79,853,1675023446
decayable.ink,up,pleroma,2,3,138,1678723179
xn--r9j630glz6a.xn--q9jyb4c,up,gotosocial,1,5,37,1661812544
social.staropensource.de,up,pleroma,2,3,1180,1671781006
fedi.circuitlocution.com,up,akkoma,2,600,7723,1612578270
social.w3nz.net,up,mastodon,2,470,1009,1612578348
