hostname,state,software,user_count,note_count,peer_count,discovered_at
nerd.megahuge.com,up,mastodon,1,182,4817,1667592161
fivewaystop.masto.host,up,mastodon,6,41,2948,1667493518
social.glx-consulting.com,up,friendica,2,1268,1913,1627930496
fluffpri.de,up,akkoma,1,729,7505,1668904962
soc.zom.bi,up,mastodon,5,1308,7642,1612578270
social.wings.dev,up,mastodon,12,323,3556,1667317510
mastodon.partecipa.digital,up,mastodon,221,17395,15747,1612578268
mastodon.self-hosted.site,up,mastodon,2,1,359,1669058575
mastodon.goldingerit.ch,up,mastodon,3,19,849,1671561389
hawkeyes.social,up,mastodon,2,1,3531,1671654702
merveilles.town,up,hometown,614,399411,22852,1612578267
c64.chat,up,mastodon,26,742,5799,1669165231
toot.nextblock.nl,up,mastodon,4,19,1272,1669779722
social.bytten-studio.com,up,mastodon,3,10,483,1669339459
campaignhub.org,up,mastodon,4,75,2583,1669292036
owncast.kemonine.info,up,,1,3,0,1672530173
619.fm,up,mastodon,117,1679,3841,1669411665
wolfhaus.me,up,mastodon,9,573,1775,1652568269
hijacked.denv.org,up,mastodon,22,155,4108,1668167529
gts.home.radiomind.com,up,gotosocial,1,8,76,1671586180
mastodon.ito.com,up,mastodon,1,0,5,1669181280
social.indycompanion.com,up,mastodon,4,4,23,1669072822
milliways.social,up,mastodon,20,803,7408,1669851893
mast.mithriltower.com,up,mastodon,2,0,252,1667997872
social.maplecrew.org,up,mastodon,2,6,1367,1672696922
msgs.ee,up,mastodon,3,12,4463,1669041225
shitpost.racing,up,pleroma,3,521,2013,1664058552
social.xin.cat,up,mastodon,5,372,8568,1612578265
mstdn.dvsn.io,up,mastodon,1,27,1484,1669057682
fogna.social,up,mastodon,7,487,3913,1668793499
social.cryptonica.de,up,mastodon,2,14,2612,1667177358
emacs.ch,up,mastodon,628,13855,10114,1668155160
psipsistar.com,up,mastodon,3,339,7187,1612578269
mastodon.bentasker.co.uk,up,mastodon,3,989,9515,1668349148
friendica.cucitofacile.it,up,friendica,0,0,0,1669750420
toot.cho.pm,up,mastodon,1,3,1322,1668972758
social.emisocks.com,up,mastodon,2,22661,3936,1612578270
social.scronkfinkle.net,up,mastodon,1,0,17,1668623599
fuerth.social,up,mastodon,8,436,3907,1669926103
kopi.place,up,mastodon,2,20,777,1671680409
social.interferencias.tech,up,mastodon,1,23,2572,1668457223
witches.pub,up,mastodon,43,196,3982,1612578268
nxt.social,up,mastodon,4,28,2455,1668362534
social.hernandezhouse.com,up,mastodon,1,0,2516,1667908391
blackdogs.social,up,mastodon,2,5,1392,1668485931
fedisabled.social,up,mastodon,90,6783,8489,1652067519
masto.thecove.cc,up,mastodon,1,1,3103,1669685967
mastodon.babyl.ca,up,mastodon,3,116,1478,1651117476
nologo.social,up,mastodon,34,236,3563,1612578269
discuss.smash.today,up,mastodon,21,478,3141,1668450715
micra.uk,up,mastodon,1,5,1061,1667874305
masto.tab-e.de,up,mastodon,1,1,2243,1668511132
pix.creative.link,up,pixelfed,1,2,2,1668971052
fedi.ashhhleyyy.dev,up,pleroma,1,144,3386,1665457799
m.jdnet.io,up,mastodon,1,207,5537,1671419002
photos.tsrats.net,up,pixelfed,1,37,5,1671608161
social.lond.com.br,up,mastodon,1,35,6531,1612578271
kudabiverse.com,up,friendica,0,0,0,1634919770
leatherdyk.es,up,hometown,22,253,2011,1668089685
mastodon.twiddlebang.org,up,mastodon,2,47,4260,1668246722
prlic.social,up,mastodon,5,34,3937,1668408848
fediverse.bbad.com,up,pleroma,2137,958,3494,1612578267
roc.social,up,mastodon,2,4,2468,1671661169
badgay.net,up,mastodon,8,7499,5767,1612578265
pix.tedomum.net,up,pixelfed,229,330,539,1612578267
social.mac-vicar.eu,up,gotosocial,1,48,116,1667728126
seo.chat,up,mastodon,1115,1871,7137,1667914555
tothepeople.eu,up,mastodon,1,3,1455,1671536974
typing.fish,up,mastodon,3,223,3124,1651591535
shufudon.com,up,mastodon,11,439,1527,1668848995
idontwant.social,up,mastodon,6,9818,1401,1637584494
nfld.social,up,mastodon,20,129,2411,1669361317
genderheretics.xyz,up,pleroma,107,2658,2554,1668195056
social.effy.space,up,mastodon,1,1658,11587,1669985634
fex.techbio.eu,up,,1,89,0,1648666215
plantex.top,up,mastodon,41,4051,2236,1668983504
pleroma.foxarmy.org,up,pleroma,4,42,627,1672871249
social.charlesbeadle.tech,up,mastodon,2,31,2020,1668138555
vigaucho.eu,up,mastodon,1,3,711,1668574046
fedi.demelt.net,up,mastodon,3,143,2434,1668623599
ok.programmer.town,up,mastodon,1,9,599,1672024860
mast.mikeshouse.live,up,mastodon,4,19,1597,1668138555
rererenore.tokyo,up,mastodon,0,0,3207,1671697414
dapchat.online,up,mastodon,4,355,4108,1667629108
sms.cybik.moe,up,mastodon,2,5320,11767,1612578269
pl.jugregator.org,up,pleroma,1,396,1525,1614201770
mastodon.w.utnw.de,up,mastodon,1,1,1,1668535184
tube.mickaelgillot.xyz,up,peertube,2,25,,1672791045
seyade.net,up,mastodon,2,0,871,1612578346
gnulinux.social,up,mastodon,60,3788,8371,1667753907
stoploss.cc,up,mastodon,2,2,13,1671604681
wreck.rocks,up,pleroma,9,4716,6724,1634397591
misty.casa,up,akkoma,1,9,5423,1612578267
social.superrad.dev,up,mastodon,3,24,191,1671561999
leds.social,up,mastodon,26,706,9252,1667288339
federation.radiant.garden,up,mastodon,2,24,,1672548398
live.absturztau.be,up,,1,0,0,1668057481
music.jacklucksack.com,up,funkwhale,12,,,1667877979
social.huyduong.com,up,pleroma,2,2,2,1672563523
the.zymocosm.com,up,mastodon,5,37,3166,1612578346
chin-co-ne.co,up,mastodon,1,84271,5868,1612578268
mastodon.mikmak.cc,up,mastodon,2,4928,3763,1669065587
mstdn.geanix.com,up,mastodon,4,3,1996,1668757909
lemmy.blahaj.zone,up,lemmy,4,7,,1672679716
pleroma.volzel.net,up,pleroma,1,94,1816,1650937629
social.noahschmitz.me,up,gotosocial,1,2,56,1671635646
toot.c.pizzafactory.jp,up,gotosocial,3,26,61,1669000509
mastadon.visualdev.fm,up,mastodon,4,4,7,1669006103
mastodom.social,up,mastodon,14,12,1049,1669323711
akanechan.love,up,,6,645771,3906,1612578268
mathewson.social,up,mastodon,1,3,164,1672173770
social.hoga.fr,up,mastodon,51,3974,10603,1612578266
social.pseudo-whiskey.bar,up,misskey,4,94992,3763,1640842112
slightly.social,up,mastodon,3,389,5219,1668385919
mstdon.com,up,mastodon,58,1426,7843,1668275472
conversafiada.net,up,mastodon,74,5385,6956,1655727045
