hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.jonasled.de,up,mastodon,2,11,767,1673040803
polyglot.city,up,hometown,118,33218,18069,1612578266
junebug.masto.host,up,mastodon,8,395,5057,1612578266
abshoff.social,up,mastodon,1,67,3513,1667693091
sarjant.social,up,mastodon,2,49,918,1674078110
social.wings.dev,up,mastodon,13,386,3947,1667317510
lethe.fleuv.es,up,pixelfed,2,20,7,1669561662
toot.infoteck.ru,up,pleroma,8,246,16,1612578347
peertube.gcaillaut.fr,up,peertube,1,0,,1612578345
f.cz,up,mastodon,68,3116,6498,1668533134
www.sadlerjw.com,up,wordpress,1,76,,1668018622
mastodon.kxn4t.tech,up,mastodon,1,27088,4378,1612578266
rosaryfaith.com,up,mastodon,40,266,3939,1612578271
patchouli.today,up,mastodon,1,15938,3233,1612578266
masto.donte.com.br,up,mastodon,241,434605,21921,1612578266
social.pouill.eu,up,friendica,0,0,0,1646188648
nunes.uk,up,mastodon,2,14,4034,1667164437
social.grozog.tech,up,mastodon,3,26,99473,1671657654
red.lexa.red,up,mastodon,1,4,654,1668968286
posvib.es,up,mastodon,9,71,1769,1612578345
tambayan.us,up,mastodon,30,656,5486,1668573781
dhpt.nl,up,,2,30,1,1667922219
social.fimpern.de,up,friendica,0,0,0,1668788780
social.hypetrix.com,up,mastodon,80,19,64,1673214626
social.spainco.net,up,mastodon,3,575,5910,1667746803
toot.geeky.af,up,mastodon,1,173,5107,1666941433
information.garden,up,mastodon,3,28,1799,1667832996
toot.net-pbx.com,up,pleroma,1,370,4551,1667915818
m.objc.io,up,mastodon,3,88,2271,1672212809
social.foederiert.de,up,mastodon,3,17,3752,1670431236
mobettadanyosite.com,up,mastodon,2,26,3580,1672347169
pleroma.atyh.cc,up,pleroma,1,152,5017,1631448014
fedi.jiyu.dev,up,akkoma,1,47,6318,1612578271
video.uriopss-pdl.fr,up,peertube,2,8,,1659216860
social.flipdot.org,up,mastodon,8,756,6699,1668904947
morrow.social,up,mastodon,5,19,2106,1668904959
tuskular.com,up,akkoma,1,1,0,1673547514
friend.pierobosio.info,up,friendica,1,7,7965,1614359253
mo.social,up,mastodon,2,230,7893,1670094530
mastodon.barcelona,up,mastodon,8,3,124,1612578270
rairarai.hostdon.ne.jp,up,mastodon,2,15630,1264,1626665856
legume.fans,up,mastodon,2,1,1281,1634676199
social.tarsis.me,up,pleroma,2,2,152,1672326254
fedi.ai,up,mastodon,9,19,2643,1672025093
psh.vercel.app,up,psh,0,0,,1612581870
social.zoc.me,up,mastodon,2,64,1772,1669038107
mstd.gg,up,mastodon,2,0,20,1667935380
eorzea.social,up,mastodon,9,212,1321,1669363141
is.nota.live,up,mastodon,1503,314070,28095,1612578267
flagada.org,up,mastodon,1,2,2341,1612578269
social.djuber.name,up,mastodon,1,23,9,1673438394
kinktroet.social,up,mastodon,119,2044,5764,1651166688
peertube.arch-linux.cz,up,peertube,5,27,,1640886141
social.laboratomium.de,up,mastodon,2,82,2354,1645362497
antiquated.systems,up,mastodon,3,7,5655,1651548046
ap.diegoveralli.net,up,pleroma,3,30,3840,1669668130
mediathek.rzgierskopp.de,up,peertube,3,120,,1643196881
social.manfred.nohost.me,up,pleroma,1,8,1856,1668792643
racem.us,up,pleroma,4,310,1564,1656120434
social-test.sunet.se,up,mastodon,32,35,46,1668623599
social.wps.de,up,mastodon,22,101,2114,1670525487
juandesant.wpcomstaging.com,up,wordpress,4,1251,,1673883446
x2592.com,up,,,,4,1612578271
social.noahschmitz.me,up,gotosocial,1,2,68,1671635646
mastodon.atx.actor,up,mastodon,1,2,2028,1670107995
enchanted.social,up,mastodon,3,4,966,1670297950
cfbtalk.social,up,mastodon,3,18,637,1668251248
fusky.social,up,mastodon,1,33,885,1671419178
mastodon.randomonics.net,up,mastodon,2,0,953,1672616057
mastodon.recherche-et-cie.org,up,mastodon,9,385,3264,1667712977
team.thrivve.partners,up,mastodon,3,94,1711,1669676176
holygrena.de,up,mastodon,1,129,3276,1669636927
mastodon.giema.net,up,mastodon,1,1,18,1671586180
pixelfed.wildsplash.photography,up,pixelfed,1,33,20,1655106223
hellyeah.social,up,mastodon,7,89,3146,1668972759
masto.nox-rhea.org,up,mastodon,3,7,417,1670126011
social.nuemedia.se,up,pleroma,1,36,800,1650065225
mstdn.unasuke.com,up,mastodon,1,3332,5496,1612578270
m.g3l.org,up,mastodon,220,187235,15187,1612578266
cyberdeck.social,up,mastodon,1,275,5531,1668857082
www.rb-net.work,up,wordpress,1,5,,1646271997
mastodon.ramble.moe,up,mastodon,1,56,31013,1668937869
social.medusmedia.com,up,mastodon,4,1105,3800,1612578269
bookwyrm.social,up,bookwyrm,8246,312494,3333,1612578269
pleroma.tulln.social,up,pleroma,1,11,928,1614155287
imastodon.org,up,mastodon,463,33047,138484,1612578265
dmv.community,up,mastodon,279,9206,12931,1669682879
fluffy.family,up,mastodon,56,7410,12161,1651281836
lightx.org,up,mastodon,1,390,8325,1669062998
peeps.press,up,mastodon,3,14,2187,1667982482
lt3.co.za,up,pleroma,3,340,3086,1624070309
toot.a-lec.org,up,mastodon,7,791,5165,1633385521
ryonagujouss6tp6tpuxdjonaetk24b4ksekvkktnwxutq2m3mhhu5qd.onion,up,pleroma,37,17382,9049,1655261781
lexikon.press,up,mastodon,5,7,850,1672004863
meh.social,up,mastodon,23,2217,9177,1667919978
m.phase.org,up,mastodon,2,798,8813,1667303346
odezie.social,up,mastodon,2,56,2018,1667577026
mooe.cc,up,gotosocial,8,19,0,1671916727
mastodon.blaede.family,up,mastodon,2,392,8170,1672882302
live.m0e.space,up,,1,5,0,1663028075
diversity.kitchen,up,mastodon,4,130,1611,1671485072
