hostname,state,software,user_count,note_count,peer_count,discovered_at
m.prt.si,up,mastodon,22,348,4607,1668697437
greys.place,up,mastodon,1,9,1228,1672616934
edtechyogi.com,up,mastodon,2,95,1654,1668260322
mastodon.ocert.at,up,mastodon,3,368,6972,1612578266
deepspace.social,up,mastodon,14,2135,9773,1667629108
social.mbombelli.cf,up,pleroma,1,11,1077,1668829076
paws.moe,up,pleroma,8,15235,7839,1612578268
hi.moe.tips,up,mastodon,6,244,132690,1633690927
uilleann.pizza,up,mastodon,1,205,5112,1669930535
fedi.fancycade.xyz,up,pleroma,4,1677,6402,1612578268
fed.uu.org,up,mastodon,3,1253,3180,1667790020
toot-toot.wyrihaxim.us,up,mastodon,1,357,44347,1668971475
minne.social,up,mastodon,4,108,2281,1671444276
mastodon.kq.social,up,mastodon,1,2,2136,1669064516
ap.maladaptive.art,up,pleroma,4,9317,7607,1662990917
mk.21x9.org,up,misskey,2,323,2796,1668904971
social.kjv.online,up,friendica,0,0,0,1612578348
faf.photos,up,pixelfed,2,16,45,1671429660
m.baldhead.be,up,mastodon,1,120,2957,1668469297
social.famille-bordes.net,up,pleroma,45,1,116,1612578347
nfra.club,up,mastodon,2,187,5382,1669430676
video.blender.org,up,peertube,5,846,,1612578266
relay.mstdn.one,up,activity-relay,63,,,1651780797
social.michelsen.se,up,akkoma,1,3,2605,1673539676
mastodon.mawan.id,up,mastodon,10,17,21,1669431863
pixel.jeroenvd.nl,up,pixelfed,1,57,27,1672766578
cruiserhome.org,up,mastodon,4,43,3769,1668749466
joost.net,up,mastodon,1,27,4688,1669637499
oopsall.gay,up,pleroma,9,238,6200,1651512019
brvt.telent.net,up,pleroma,1,461,6369,1651701396
social.evilma.id,up,pleroma,3,859,6540,1612578270
fed.mmhf.com,up,mastodon,4,7,2067,1668771855
mastodon.gibald.com,up,mastodon,1,0,234,1672704770
soc.emelyne.eu,up,pleroma,1,8604,5380,1612578271
grandma.space,up,mastodon,21,477,5822,1651028888
thebene.fit,up,mastodon,26,645,7690,1651026691
pratt.computer,up,mastodon,2,1,7,1672933814
social.schuerz.at,up,friendica,19,2035,20050,1614155287
pod.geraspora.de,up,diaspora,31146,397471,,1612585082
posts.thiart.com,up,mastodon,1,20,4427,1667832681
mastodon.zlatiah-no.one,up,mastodon,1,283,4005,1668826894
theringed.city,up,mastodon,4,51,2840,1669271031
gamemaking.social,up,mastodon,152,18297,17065,1612578270
extwitriates.com,up,mastodon,6,93,3778,1667866529
ricard.social,up,mastodon,3,853,8154,1666325128
social.bratpfannenberg.com,up,pleroma,1,27,1723,1659130191
fim.social,up,mastodon,137,7524,6475,1668905031
toot.turbo.chat,up,mastodon,1159,28910,2904,1612578269
digforfire.org,up,mastodon,792,215769,4463,1612578265
social.pancakesontuesday.com,up,mastodon,2,96,2127,1671489838
social.mattburkedev.com,up,mastodon,1,62,2438,1668938361
anikeen.social,up,mastodon,2,2,49,1668808199
mastodon.thirstyhorses.org,up,mastodon,2,3,7,1652267736
fedi.jerivas.com,up,mastodon,1,1,1,1669331539
verified.officially.social,up,mastodon,2,2,35,1667846551
mstdn.jeffyen.net,up,mastodon,1,197,4470,1668193503
mastodon.jameslynch.dev,up,mastodon,1,2,3211,1669081154
social.ppmx.org,up,pleroma,4,1896,12035,1612578269
social.pondr.nl,up,mastodon,6,759,6923,1654868203
solchefreu.de,up,friendica,0,0,0,1655127086
anywise.net,up,mastodon,7,118,5429,1667997873
pl.uwu.is,up,pleroma,2,653,5357,1612578268
mastodon.einfachmc.de,up,mastodon,3,44,1152,1671462681
mastodon.pariserstr.de,up,mastodon,3,99,1637,1671749104
