hostname,state,software,user_count,note_count,peer_count,discovered_at
thomashaley.social,up,mastodon,1,5,1863,1667944274
peertube.dragonborn.app,up,peertube,4,262,,1635544558
greatfallsarcade.com,up,mastodon,1,4,1830,1671325932
social.hetnieuweinstituut.nl,up,mastodon,9,40,754,1667023084
soothing.cloud,up,pleroma,1,0,748,1667837640
ilys.fm,up,mastodon,13,540,5518,1668042229
live.libratoi.org,up,peertube,5,8,,1612578348
kys.moe,up,pleroma,1,779,5278,1612578267
social.synerate.com,up,mastodon,3,5,245,1671371044
m.rse43.com,up,mastodon,1,297,108951,1628337253
books.underscore.world,up,bookwyrm,1,181,165,1618514992
nekos.us,up,mastodon,2,54,1724,1673354631
mastodon.bogdan.com.de,up,mastodon,1,8,507,1673366489
pleroma.anduin.net,up,pleroma,4,1921,10534,1612578268
fedi.talktodan.com,up,mastodon,1,30,6934,1667978569
the.bigbin.ge,up,mastodon,2,98,1954,1673978676
religious.social,up,mastodon,20,694,4772,1671452671
gts.thenullpointer.net,up,gotosocial,1,11,151,1671840805
ma.minimal.blue,up,mastodon,2,2,5,1669064516
literooni.masto.host,up,mastodon,3,3,595,1657012993
social.ty-penguin.org.uk,up,gotosocial,2,989,388,1621027150
sacrificial-chickens.social,up,mastodon,6,9,996,1668386859
broken.graphics,up,mastodon,2,4998,10113,1651690966
toot.fan,up,mastodon,2,50,6263,1674682976
teslafans.social,up,mastodon,9,33,213212,1670712924
mastodon.concordia.social,up,mastodon,1,1718,3749,1662404922
kunstkultundkaffee.de,up,mastodon,2,64,1110,1668187208
mstdn.party,up,mastodon,48676,877942,18564,1667944871
activitypub.garmy.jp,up,mastodon,3,156,302,1675580275
pleroma.g2887349.com,up,pleroma,2,723,2760,1632692437
mastodon.nzoss.nz,up,mastodon,364,68806,23077,1612578268
room1969.net,up,mastodon,1,9,24,1676176238
sutrofan.com,up,mastodon,2,658,99762,1669492553
mi.hibi-tsumo.com,up,misskey,6,3501,1458,1670672864
