hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.sprovoost.nl,up,mastodon,1,82,3125,1668209016
photodn.net,up,mastodon,1693,124112,12122,1612578266
www.videoneat.com,up,wordpress,2,1226,,1612579144
relay.nota.network,up,activityrelay,1,0,,1653244673
tweedle.social,up,mastodon,6,19,105,1668829359
mstdn-dystopia.com,up,mastodon,26,1713,1271,1669735745
tube.ebin.club,up,peertube,9,268,,1622545200
partytown.space,up,mastodon,1,2,472,1668457059
twlght.net,up,mastodon,1,18,1807,1669830948
mastodon.istheshit.online,up,mastodon,4,16,1317,1667677916
2ding.masto.host,up,mastodon,4,26,626,1666226521
escritoamaquina.pinheirodeabrantes.pt,up,writefreely,1,41,,1652527261
blog.fabioneves.ca,up,writefreely,1,7,,1651212600
twizz.uk,up,mastodon,13,92,426,1669781753
bird.website,up,mastodon,2,184,3131,1668749413
m6n.onsen.tech,up,mastodon,312,43418,6388,1612578270
taruntarun.net,up,mastodon,55,221279,9481,1612578268
social.saria.fun,up,pleroma,1,6,205,1669622627
angrydome.au,up,mastodon,7,620,3067,1667649260
mastodon.indiegames.online,up,mastodon,14,124,2700,1665987615
dair-community.social,up,mastodon,379,7142,11047,1667500029
thx.gg,up,mastodon,4,223,4241,1667966499
geekstream.org,up,mastodon,6,224,804,1612578270
alpaka.pictures,up,pixelfed,9,14,3,1668214726
sono.komun.org,up,funkwhale,2,,,1651400728
www.phaysis.com,up,wordpress,2,963,,1667821346
mastodon.gmfrens.games,up,mastodon,4,0,12,1669917652
crabsin.space,up,pleroma,5,36,1431,1668826231
stream.noordstar.me,up,,1,13,0,1655011187
mastodon.myaddomain.org,up,mastodon,3,3,6,1670137418
dahoam.hallertau.social,up,hubzilla,5,32274,,1645983059
gp.miku2go.com,up,misskey,,,3371,1639660613
glitchyraptor.space,up,mastodon,1,0,603,1669009428
social.bim.land,up,mastodon,104,12738,8531,1612578265
social.jazzbutcher.com,up,pleroma,2,18,1905,1667863313
peertube.histoirescrepues.fr,up,peertube,2,1,,1653229901
hpstube.fr,up,peertube,2,331,,1617715959
pix.tedomum.net,up,pixelfed,229,330,498,1612578267
moralkiosk.social,up,mastodon,1,0,652,1668090672
masto.oniros.eu,up,mastodon,1,2,434,1668637721
owncast.racheklos.com,up,,1,70,0,1651171694
fiedlerfamily.net,up,mastodon,4,157,1530,1668070057
social.p6drad-teel.net,up,gotosocial,1,32,129,1668007254
social.metaphysischobdachlos.de,up,gotosocial,1,35,106,1666970720
peertube.manalejandro.com,up,peertube,2,338178,,1612578348
moa.st,up,mastodon,5,10,6175,1667872565
tube.futuretic.fr,up,peertube,89,822,,1624330016
bbs.buny.plus,up,mastodon,4,9,29,1668702535
pictochat.net,up,mastodon,7,178,993,1668752326
mastodon.weber.fi.eu.org,up,mastodon,2,3,15,1670023265
xn--8r9a.com,up,mastodon,1,6,3636,1668345593
pigeons.club,up,mastodon,8,73,2405,1667783244
video.telemillevaches.net,up,peertube,20,41,,1638569924
secuwing.social,up,mastodon,3,628,973,1668199188
mastodon.bawue.social,up,mastodon,33,684,4781,1667761986
arize.social,up,mastodon,2,13,730,1621325788
polsci.social,up,mastodon,5,2,12,1669781753
society.oftrolls.com,up,mastodon,48,30481,14609,1612578268
v-insanity.com,up,mastodon,4,1088,1592,1612578266
social.michaelsantillan.com,up,pleroma,1,30,1553,1650757252
twtr.carnivore.social,up,birdsitelive,837,0,,1625999720
mastodon.datenkrake.ch,up,mastodon,2,1,12,1669979819
yuustan.space,up,misskey,1,171,4136,1642934867
seafoam.cafe,up,mastodon,1,0,0,1668485458
social.clusterfog.com,up,mastodon,1,0,320,1669735779
social.nerd.net,up,mastodon,2,43,2535,1669034917
mastodonbooks.net,up,mastodon,60,651,2672,1668780698
social.pixie.town,up,mastodon,43,99705,14847,1612578268
vidm.co,up,mastodon,5,38,524,1669638492
video.fbxl.net,up,peertube,635,87538,,1612578267
gts.68kmentat.com,up,gotosocial,2,819,343,1639647840
toot.place,up,mastodon,1,0,0,1612578387
social.lank.es,up,gotosocial,3,4,102,1668959087
birdsite.slashdev.space,up,birdsitelive,8493,0,,1612578348
fedi.adyxax.org,up,gotosocial,1,16,25,1669508762
tsjirper.eu,up,mastodon,2,81,1067,1667858600
p.suorcd.us,up,pleroma,3,14,33,1669601012
test.risna.info,up,wordpress,1,1,,1669179341
cre8iv.social,up,mastodon,6,28,1355,1669199098
threadintheweb.com,up,mastodon,2,3,97,1670077483
s.kevin.cl,up,mastodon,1,122,3522,1667786756
frnds.network,up,mastodon,4,28,1579,1668947677
peertube.chtisurel.net,up,peertube,2,21136,,1612578347
discuss.supportdifferent.com,up,mastodon,1,12,273,1669779722
social.kevjack.eu,up,mastodon,4,19,1483,1667693769
social.goose.rodeo,up,mastodon,7,11,419,1669050880
mark-metz.com,up,wordpress,1,3,,1669208064
ak.korako.me,up,akkoma,1,11,49,1668485931
mastodon.qtmlabs.xyz,up,mastodon,1,1,1424,1667828926
cheddarcrackers.club,up,mastodon,3,85,763,1668107921
docker.masto.pt,up,mastodon,9,59,314,1612578267
merry.eu.org,up,writefreely,1,4,,1650991911
ausglam.space,up,hometown,198,20436,10509,1612578266
mastodon.xethos.net,up,mastodon,2,2,2712,1657834969
asorrybowl.blog,up,writefreely,3,13,,1649642066
tripleplusgood.us,up,mastodon,3,21,1132,1667639968
gotosocial.brsjrn.fr,up,gotosocial,1,1,5,1669830948
social.shadowkat.net,up,pleroma,2,29491,11226,1612578265
web-dev.social,up,mastodon,3,36,1126,1668558063
iztasocial.site,up,mastodon,1759,27347,240,1612578347
personk.com,up,mastodon,2,104,2274,1667944274
peertube.hansen.agency,up,peertube,2,1,,1667949534
social.kuhs.me,up,mastodon,1,4,2121,1621717086
pleroma.skyshanty.xyz,up,pleroma,10,26711,8499,1612578266
bostonglobe.social,up,mastodon,5,0,67,1669270224
social.xthemage.net,up,mastodon,2,10004,3830,1612578269
projectmihun.cyou,up,mastodon,1,3,453,1670001397
openevents.nz,up,Mobilizon,9,15,,1638650704
tbh.co-shaoghal.net,up,peertube,2,51,,1664621932
hypno.social,up,mastodon,147,273,1388,1668281301
permaculture.masto.host,up,mastodon,20,909,599,1666971922
social.oddly-influenced.dev,up,mastodon,9,82,484,1668532399
toot.y-y.li,up,mastodon,3,226,7223,1612578269
social.sgawolf.com,up,mastodon,1,252,3691,1667306517
glitchbird.com,up,pleroma,6,44,4360,1658423241
mastodon.ydkn.social,up,mastodon,1,7,511,1612578345
mastodon.titilat.com,up,mastodon,1,2,1897,1668066347
mastodon.lemarchand.io,up,mastodon,3,1674,6122,1612578266
tube.nilsu.org,up,peertube,3,78,,1652528176
mastodon.ghostdub.de,up,mastodon,8,217,3144,1667776991
community.hackliberty.org,up,lemmy,90,276,,1659809762
social.gibberfish.org,up,diaspora,249,76922,,1612585289
toot.rhetro.de,up,mastodon,1,45,3067,1669203250
retroverse.social,up,mastodon,17,265,926,1668531935
allthe.buzz,up,mastodon,2,10,277,1668257985
ashlande.rs,up,mastodon,7,104,2366,1651302805
hell.social,up,misskey,4,1067,7661,1612578271
ap.samueldr.com,up,pleroma,1,76,2309,1667117257
live.hatnix.net,up,,1,286,0,1647079794
social.moby3012.de,up,pleroma,1,2,460,1668814098
social.auka.me,up,pleroma,5,2,2210,1650259980
toot.cat,up,mastodon,2298,272579,31301,1612578265
mastodon.shantih19.xyz,up,mastodon,6,97,1084,1649492503
otogamer.me,up,mastodon,1230,951514,6758,1612578269
s.pwq.app,up,pleroma,2,95,890,1668907752
noeldemartin.social,up,mastodon,1,422,6956,1612578268
artikel91.eu,up,wordpress,5,322,,1667361092
friendica.eskimo.com,up,friendica,1601,12926,18845,1612578270
snooker.uk.to,up,mastodon,13,705,3305,1668266931
earthclub.one,up,mastodon,4,0,3622,1625435668
sunny.garden,up,mastodon,1049,29414,9879,1651075040
maguire.social,up,mastodon,2,5,96,1669830948
josephgruber.space,up,mastodon,1,142,2725,1669517057
cocoronavi.com,up,misskey,2,2262,2970,1612578268
mastodon.akhepcat.com,up,mastodon,61,1665,6346,1667871844
tube.pyngu.com,up,peertube,3,0,,1614726680
fedi.at,up,mastodon,204,4837,38060,1657152437
friendica.bachgau.social,up,friendica,0,0,0,1626283110
social.scurry.io,up,pleroma,1,0,367,1667944993
www.rt9a.com,up,mastodon,5,6,334,1669936540
them.scot,up,mastodon,3,4,228,1669830948
pantherx.social,up,mastodon,22,408,6082,1612578268
mastodon.peterjanes.ca,up,mastodon,1,344,3303,1612578712
social.bunch.dev,up,mastodon,1,2,34,1669781753
testing.pixeldroid.org,up,pixelfed,9,27,56,1612579016
social.diva.exchange,up,mastodon,413,1345,5961,1612578270
social.timespiral.co.jp,up,mastodon,35,126086,7610,1612578270
hub.art3mis.de,up,hubzilla,88,7558,,1612578270
christian.faubel.derstrudel.org,up,wordpress,1,63,,1667341866
ru.relay.mentality.rip,up,activityrelay,1,0,,1618536336
otadon.com,up,mastodon,23,1294,3297,1612578388
fart.murm.gay,up,,1,0,0,1668393985
relay.dog,up,activityrelay,1,0,,1612578346
brolog.hu,up,friendica,0,0,0,1661660117
mastadon.littlebonsai.co.uk,up,mastodon,2,57,4152,1667839960
webber.rocks,up,pleroma,1,1,1,1658938354
archaeology.social,up,mastodon,95,83,454,1669735522
audio.batato.be,up,funkwhale,6,,,1612578348
mpgaming.social,up,mastodon,1,0,6,1668832670
social.burschel.com,up,pleroma,1,76,2278,1651183578
