hostname,state,software,user_count,note_count,peer_count,discovered_at
taakka.fillari.xyz,up,akkoma,1,50,5867,1668600878
balloon.social,up,mastodon,2,9,3979,1669090257
mastodon.pintofsimilar.com,up,mastodon,2,313,2520,1673347408
photo.ergedd.com,up,pixelfed,29,699,0,1645992081
social.datsteves.me,up,mastodon,2,0,951,1668602931
mastodon.joojak.net,up,mastodon,3,92,2322,1674848379
patavium.social,up,mastodon,33,494,5921,1668908605
mastodon.myacs.com,up,mastodon,3,7,2490,1642534272
pztrn.online,up,friendica,2,49,19646,1612578270
footbrid.ge,up,mastodon,5,177,4653,1651175998
social.effy.space,up,mastodon,1,1872,13415,1669985634
pixelfed.kollar.cloud,up,pixelfed,2,15,4,1652445097
c1t0d0.ch,up,mastodon,3,0,18,1676176595
mastodon.rueffer.ch,up,mastodon,3,1,121,1668981453
dootdoot.comnetcomdotnet.org,up,gotosocial,1,18,46,1670910306
social.baradoz.cloud,up,pleroma,5,741,3725,1667894313
collar.place,up,mastodon,3,465,7206,1668180002
genshin.social,up,mastodon,9,13,1540,1668821477
isthelaststop.com,up,mastodon,7,648,7927,1670181144
mastodon.roundpond.net,up,mastodon,23,3042,8283,1667877979
mastodon.hackerfoo.com,up,mastodon,2,27,3048,1669315780
mynah.org,up,mastodon,3,287,4519,1671512529
www2.kt2003.info,up,mastodon,3,712,6469,1668425242
mstdn.osaka,up,,1836,1800611,5733,1612578268
hoppclan.com,up,mastodon,11,2641,199,1612578345
retr0.id,up,pleroma,1,850,13587,1651154869
social.arcaneassociation.network,up,mastodon,1,2,274,1674261501
social.renshaw.au,up,mastodon,2,9,2114,1671468721
mastodon.theorangeone.net,up,mastodon,1,7,3047,1668785844
mastodon.unsupervised.online,up,mastodon,2,207,99420,1668904971
g.crisq.cf,up,gotosocial,3,175,130,1669615222
books.theunseen.city,up,bookwyrm,692,57590,667,1654902164
indg.club,up,mastodon,111,4854,10384,1669397274
ak.banii.cafe,up,akkoma,1,5,3032,1669500169
