hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.hdcraft.xyz,up,mastodon,9,98,8257,1670815155
turbois.land,up,pleroma,1,5,1534,1668286941
gibber.dnddeutsch.de,up,mastodon,9,138,2709,1667872177
blog.farshidhakimy.de,up,wordpress,1,2,,1656850211
social.multinet.ua,up,mastodon,1,0,197,1674692388
gotosocial.tsub.me,up,gotosocial,1,14,15,1678039569
motmot.cx,up,mastodon,4,539,4819,1667687696
agilist.social,up,mastodon,2,23,1767,1668118718
brabant.community,up,mastodon,13,134,804,1672183937
pleroma.pixificial.xyz,up,pleroma,1,945,7730,1631649510
ruinous.social,up,mastodon,1,25,7523,1641898560
sccn.club,up,mastodon,5,14477,1239,1612578268
langsec.social,up,pleroma,4,4,1413,1671081324
v.esd.cc,up,peertube,2,9,,1652206208
openvideo.tech,up,wordpress,2,4,,1667915444
social.lochetfamily.com,up,mastodon,8,28,4282,1667899277
bvb.social,up,mastodon,7,830,4894,1668250865
annakirche.at,up,wordpress,2,341,,1612578345
selfhosted.cafe,up,mastodon,31,1620,7404,1674081587
video.firehawk-systems.com,up,peertube,9,3,,1645992081
pixelfed.orko.it,up,pixelfed,3,47,160,1642272397
masto.yopic.cc,up,mastodon,65,1879,20,1675374128
dingdash.com,up,,3631,95103,8089,1612578268
digitaldarkage.cc,up,mastodon,7,391,8368,1669048936
owncast.msoddfox.xyz,up,,1,0,0,1675216380
deklinpike.social,up,mastodon,1,1,987,1672197269
social.bitbukket.com,up,pleroma,1,0,214,1674486651
umastodon.net,up,mastodon,23,1293,1355,1629874247
b-ark.online,up,mastodon,1,34,3255,1668624079
nzsocial.net,up,mastodon,2,3,5564,1668590930
singlecell.social,up,mastodon,2,0,21,1669436763
xbol0-duckroom.deno.dev,up,Duckroom,1,0,,1674464544
misskey.soa3.net,up,misskey,3,128,2358,1668961129
rbrdog.xyz,up,akkoma,1,133,3174,1675632511
social.khaus.io,up,mastodon,1,111,4817,1669303116
pleroma.dragonborn.app,up,pleroma,6,401,3856,1635145443
qlink.social,up,mastodon,1,3,2269,1676670870
